estimand,dataset,scenario,model,metric,n_comparisons,mean,std,min,max
source,iscx_url2016_binary,s3_internal_vs_external,rf,direction_agreement_all,10,0.82,0.03312862310652585,0.7714285714285715,0.8571428571428571
source,iscx_url2016_binary,s3_internal_vs_external,rf,direction_agreement_top20_union,10,0.8805853566723132,0.03161334655618204,0.8260869565217391,0.9130434782608695
source,iscx_url2016_binary,s3_internal_vs_external,xgb,top10_jaccard,10,0.495970695970696,0.0731623279553563,0.3333333333333333,0.5384615384615384
source,iscx_url2016_binary,s3_internal_vs_external,xgb,top15_jaccard,10,0.6422600619195047,0.07212796699595153,0.5,0.7647058823529411
source,iscx_url2016_binary,s3_internal_vs_external,xgb,top20_jaccard,10,0.8535667231319406,0.05888667383213788,0.7391304347826086,0.9047619047619048
source,iscx_url2016_binary,s3_internal_vs_external,xgb,rank_spearman,10,0.8785606297714686,0.014230113002755687,0.8583450210378684,0.9044943820224718
source,iscx_url2016_binary,s3_internal_vs_external,xgb,direction_agreement_all,10,0.8142857142857143,0.05909368402852787,0.7142857142857143,0.9142857142857143
source,iscx_url2016_binary,s3_internal_vs_external,xgb,direction_agreement_top20_union,10,0.8752682100508187,0.05386530054233074,0.8095238095238095,0.9523809523809523
source,phiusiil,s3_internal_vs_external,lr,top10_jaccard,10,0.7296037296037297,0.1008904916123042,0.5384615384615384,0.8181818181818182
source,phiusiil,s3_internal_vs_external,lr,top15_jaccard,10,0.7296568627450981,0.09953951443736768,0.5,0.875
source,phiusiil,s3_internal_vs_external,lr,top20_jaccard,10,0.7476943346508563,0.0434815878207022,0.6666666666666666,0.8181818181818182
source,phiusiil,s3_internal_vs_external,lr,rank_spearman,10,0.8943697478991599,0.030042573615844916,0.8218487394957985,0.9254901960784314
source,phiusiil,s3_internal_vs_external,lr,direction_agreement_all,10,0.9257142857142856,0.0620145546518084,0.7714285714285715,1.0
source,phiusiil,s3_internal_vs_external,lr,direction_agreement_top20_union,10,0.9478096179183136,0.060804460767031505,0.782608695652174,1.0
source,phiusiil,s3_internal_vs_external,rf,top10_jaccard,10,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855
source,phiusiil,s3_internal_vs_external,rf,top15_jaccard,10,0.6228070175438597,0.046232129534625396,0.5789473684210527,0.6666666666666666
source,phiusiil,s3_internal_vs_external,rf,top20_jaccard,10,0.7246376811594203,0.03055340734462202,0.6666666666666666,0.7391304347826086
source,phiusiil,s3_internal_vs_external,rf,rank_spearman,10,0.8097696752883328,0.010701431990752165,0.7853139013452914,0.8262331838565022
source,phiusiil,s3_internal_vs_external,rf,direction_agreement_all,10,0.7085714285714285,0.0614267257013223,0.6,0.8
source,phiusiil,s3_internal_vs_external,rf,direction_agreement_top20_union,10,0.6465579710144926,0.044279799662205375,0.5652173913043478,0.6956521739130435
source,phiusiil,s3_internal_vs_external,xgb,top10_jaccard,10,0.6561771561771562,0.07798123181021797,0.5384615384615384,0.8181818181818182
source,phiusiil,s3_internal_vs_external,xgb,top15_jaccard,10,0.6764705882352942,0.031002722158513515,0.6666666666666666,0.7647058823529411
source,phiusiil,s3_internal_vs_external,xgb,top20_jaccard,10,0.9056277056277058,0.04289380953186545,0.8181818181818182,1.0
source,phiusiil,s3_internal_vs_external,xgb,rank_spearman,10,0.9301853025876893,0.018786594357411677,0.8921965317919076,0.9534682080924858
source,phiusiil,s3_internal_vs_external,xgb,direction_agreement_all,10,0.8314285714285715,0.028412255028907197,0.8,0.8857142857142857
source,phiusiil,s3_internal_vs_external,xgb,direction_agreement_top20_union,10,0.7477272727272728,0.0440601593205198,0.6666666666666666,0.8095238095238095
