dataset,model,repetition,comparison,metric,delta
phiusiil,lr,r05,f_stable_minus_f_all,pr_auc,-0.006413065904047444
phiusiil,lr,r05,f_stable_minus_f_all,balanced_accuracy,-0.008700925555474859
phiusiil,lr,r05,f_stable_minus_f_single,macro_f1,-0.0009438265105985444
phiusiil,lr,r05,f_stable_minus_f_single,recall,-0.006753714542998668
phiusiil,lr,r05,f_stable_minus_f_single,fpr,-0.003626968748447359
phiusiil,lr,r05,f_stable_minus_f_single,roc_auc,-0.004151041670111932
phiusiil,lr,r05,f_stable_minus_f_single,pr_auc,-0.0024383034006175697
phiusiil,lr,r05,f_stable_minus_f_single,balanced_accuracy,-0.0015633728972757055
phiusiil,lr,r06,f_single_minus_f_all,macro_f1,-0.010542049466755743
phiusiil,lr,r06,f_single_minus_f_all,recall,-0.016852125812053864
phiusiil,lr,r06,f_single_minus_f_all,fpr,0.005266557360759192
phiusiil,lr,r06,f_single_minus_f_all,roc_auc,-0.009306437664280742
phiusiil,lr,r06,f_single_minus_f_all,pr_auc,-0.006579995708782982
phiusiil,lr,r06,f_single_minus_f_all,balanced_accuracy,-0.011059341586406424
phiusiil,lr,r06,f_stable_minus_f_all,macro_f1,-0.009436966487435194
phiusiil,lr,r06,f_stable_minus_f_all,recall,-0.017238052357368083
phiusiil,lr,r06,f_stable_minus_f_all,fpr,0.003030754707606712
phiusiil,lr,r06,f_stable_minus_f_all,roc_auc,-0.009076625664120264
phiusiil,lr,r06,f_stable_minus_f_all,pr_auc,-0.006126035852139999
phiusiil,lr,r06,f_stable_minus_f_all,balanced_accuracy,-0.01013440353248729
phiusiil,lr,r06,f_stable_minus_f_single,macro_f1,0.0011050829793205486
phiusiil,lr,r06,f_stable_minus_f_single,recall,-0.0003859265453142191
phiusiil,lr,r06,f_stable_minus_f_single,fpr,-0.0022358026531524803
phiusiil,lr,r06,f_stable_minus_f_single,roc_auc,0.00022981200016047865
phiusiil,lr,r06,f_stable_minus_f_single,pr_auc,0.00045395985664298255
phiusiil,lr,r06,f_stable_minus_f_single,balanced_accuracy,0.0009249380539191332
phiusiil,lr,r07,f_single_minus_f_all,macro_f1,-0.007612985953022511
phiusiil,lr,r07,f_single_minus_f_all,recall,-0.026243005081366233
phiusiil,lr,r07,f_single_minus_f_all,fpr,-0.0071545684900878904
phiusiil,lr,r07,f_single_minus_f_all,roc_auc,-0.01114142471948154
phiusiil,lr,r07,f_single_minus_f_all,pr_auc,-0.006774309971424919
phiusiil,lr,r07,f_single_minus_f_all,balanced_accuracy,-0.009544218295639229
phiusiil,lr,r07,f_stable_minus_f_all,macro_f1,-0.007814881320960865
phiusiil,lr,r07,f_stable_minus_f_all,recall,-0.026757573808451784
phiusiil,lr,r07,f_stable_minus_f_all,fpr,-0.007204252993491279
phiusiil,lr,r07,f_stable_minus_f_all,roc_auc,-0.011162417676505831
phiusiil,lr,r07,f_stable_minus_f_all,pr_auc,-0.00683066162874324
phiusiil,lr,r07,f_stable_minus_f_all,balanced_accuracy,-0.009776660407480264
phiusiil,lr,r07,f_stable_minus_f_single,macro_f1,-0.00020189536793835394
phiusiil,lr,r07,f_stable_minus_f_single,recall,-0.0005145687270855515
phiusiil,lr,r07,f_stable_minus_f_single,fpr,-4.968450340338878e-05
phiusiil,lr,r07,f_stable_minus_f_single,roc_auc,-2.0992957024290604e-05
phiusiil,lr,r07,f_stable_minus_f_single,pr_auc,-5.6351657318320925e-05
phiusiil,lr,r07,f_stable_minus_f_single,balanced_accuracy,-0.0002324421118410358
phiusiil,lr,r08,f_single_minus_f_all,macro_f1,-0.008161142133221055
phiusiil,lr,r08,f_single_minus_f_all,recall,-0.018588795265967573
phiusiil,lr,r08,f_single_minus_f_all,fpr,-0.0002484225170169274
phiusiil,lr,r08,f_single_minus_f_all,roc_auc,-0.009355545332740522
phiusiil,lr,r08,f_single_minus_f_all,pr_auc,-0.006114688788937062
phiusiil,lr,r08,f_single_minus_f_all,balanced_accuracy,-0.009170186374475309
phiusiil,lr,r08,f_stable_minus_f_all,macro_f1,-0.008419237811892244
phiusiil,lr,r08,f_stable_minus_f_all,recall,-0.01897472181128179
phiusiil,lr,r08,f_stable_minus_f_all,fpr,-9.936900680676194e-05
phiusiil,lr,r08,f_stable_minus_f_all,roc_auc,-0.009497119163255796
phiusiil,lr,r08,f_stable_minus_f_all,pr_auc,-0.0062214062866129405
phiusiil,lr,r08,f_stable_minus_f_all,balanced_accuracy,-0.009437676402237472
phiusiil,lr,r08,f_stable_minus_f_single,macro_f1,-0.00025809567867118854
phiusiil,lr,r08,f_stable_minus_f_single,recall,-0.0003859265453142191
phiusiil,lr,r08,f_stable_minus_f_single,fpr,0.00014905351021016547
phiusiil,lr,r08,f_stable_minus_f_single,roc_auc,-0.0001415738305152736
phiusiil,lr,r08,f_stable_minus_f_single,pr_auc,-0.0001067174976758789
phiusiil,lr,r08,f_stable_minus_f_single,balanced_accuracy,-0.0002674900277621628
phiusiil,lr,r09,f_single_minus_f_all,macro_f1,-0.009770420886237474
phiusiil,lr,r09,f_single_minus_f_all,recall,-0.019488037046565654
phiusiil,lr,r09,f_single_minus_f_all,fpr,0.0018383266259254308
phiusiil,lr,r09,f_single_minus_f_all,roc_auc,-0.008145633408969788
phiusiil,lr,r09,f_single_minus_f_all,pr_auc,-0.005946243688183639
phiusiil,lr,r09,f_single_minus_f_all,balanced_accuracy,-0.010663181836245483
phiusiil,lr,r09,f_stable_minus_f_all,macro_f1,-0.00985354615734002
phiusiil,lr,r09,f_stable_minus_f_all,recall,-0.019166452276820345
phiusiil,lr,r09,f_stable_minus_f_all,fpr,0.0022358026531525384
phiusiil,lr,r09,f_stable_minus_f_all,roc_auc,-0.009378251997423814
phiusiil,lr,r09,f_stable_minus_f_all,pr_auc,-0.0063443128594339315
phiusiil,lr,r09,f_stable_minus_f_all,balanced_accuracy,-0.010701127464986415
phiusiil,lr,r09,f_stable_minus_f_single,macro_f1,-8.312527110254653e-05
phiusiil,lr,r09,f_stable_minus_f_single,recall,0.0003215847697453089
phiusiil,lr,r09,f_stable_minus_f_single,fpr,0.0003974760272271076
phiusiil,lr,r09,f_stable_minus_f_single,roc_auc,-0.0012326185884540264
phiusiil,lr,r09,f_stable_minus_f_single,pr_auc,-0.0003980691712502926
phiusiil,lr,r09,f_stable_minus_f_single,balanced_accuracy,-3.794562874093188e-05
phiusiil,rf,r00,f_single_minus_f_all,macro_f1,-0.0016202030135454848
phiusiil,rf,r00,f_single_minus_f_all,recall,-0.0005145687270856625
phiusiil,rf,r00,f_single_minus_f_all,fpr,0.0024345406667661065
phiusiil,rf,r00,f_single_minus_f_all,roc_auc,-2.492693938038748e-05
phiusiil,rf,r00,f_single_minus_f_all,pr_auc,-3.967370469026843e-05
phiusiil,rf,r00,f_single_minus_f_all,balanced_accuracy,-0.0014745546969259227
phiusiil,rf,r00,f_stable_minus_f_all,macro_f1,-0.001479357186011776
phiusiil,rf,r00,f_stable_minus_f_all,recall,-0.001029137454171214
phiusiil,rf,r00,f_stable_minus_f_all,fpr,0.001788642122522055
phiusiil,rf,r00,f_stable_minus_f_all,roc_auc,-2.8752265846532232e-05
phiusiil,rf,r00,f_stable_minus_f_all,pr_auc,-4.211397765974123e-05
phiusiil,rf,r00,f_stable_minus_f_all,balanced_accuracy,-0.0014088897883467455
phiusiil,rf,r00,f_stable_minus_f_single,macro_f1,0.00014084582753370878
phiusiil,rf,r00,f_stable_minus_f_single,recall,-0.0005145687270855515
phiusiil,rf,r00,f_stable_minus_f_single,fpr,-0.0006458985442440515
phiusiil,rf,r00,f_stable_minus_f_single,roc_auc,-3.825326466144752e-06
phiusiil,rf,r00,f_stable_minus_f_single,pr_auc,-2.440272969472801e-06
phiusiil,rf,r00,f_stable_minus_f_single,balanced_accuracy,6.566490857917717e-05
phiusiil,rf,r01,f_single_minus_f_all,macro_f1,0.0004539758449400022
phiusiil,rf,r01,f_single_minus_f_all,recall,-0.00045024763619982977
phiusiil,rf,r01,f_single_minus_f_all,fpr,-0.001142743578277909
phiusiil,rf,r01,f_single_minus_f_all,roc_auc,0.00028851654028150264
phiusiil,rf,r01,f_single_minus_f_all,pr_auc,0.0004736761985654203
phiusiil,rf,r01,f_single_minus_f_all,balanced_accuracy,0.00034624797103921523
phiusiil,rf,r01,f_stable_minus_f_all,macro_f1,0.00042553067898210006
phiusiil,rf,r01,f_stable_minus_f_all,recall,-0.00045024763619982977
phiusiil,rf,r01,f_stable_minus_f_all,fpr,-0.0010930590748745202
phiusiil,rf,r01,f_stable_minus_f_all,roc_auc,0.00022918403303340273
phiusiil,rf,r01,f_stable_minus_f_all,pr_auc,0.0003990195974105104
phiusiil,rf,r01,f_stable_minus_f_all,balanced_accuracy,0.0003214057193374753
phiusiil,rf,r01,f_stable_minus_f_single,macro_f1,-2.844516595790214e-05
phiusiil,rf,r01,f_stable_minus_f_single,recall,0.0
phiusiil,rf,r01,f_stable_minus_f_single,fpr,4.968450340338878e-05
phiusiil,rf,r01,f_stable_minus_f_single,roc_auc,-5.933250724809991e-05
phiusiil,rf,r01,f_stable_minus_f_single,pr_auc,-7.465660115490991e-05
phiusiil,rf,r01,f_stable_minus_f_single,balanced_accuracy,-2.4842251701739926e-05
phiusiil,rf,r02,f_single_minus_f_all,macro_f1,-0.0006933069182890605
phiusiil,rf,r02,f_single_minus_f_all,recall,-0.004438155271113353
phiusiil,rf,r02,f_single_minus_f_all,fpr,-0.0022358026531523884
phiusiil,rf,r02,f_single_minus_f_all,roc_auc,-7.605113332087576e-05
phiusiil,rf,r02,f_single_minus_f_all,pr_auc,-9.072567473300541e-05
phiusiil,rf,r02,f_single_minus_f_all,balanced_accuracy,-0.0011011763089805449
phiusiil,rf,r02,f_stable_minus_f_all,macro_f1,0.00014375378648778803
phiusiil,rf,r02,f_stable_minus_f_all,recall,0.0007075319997427165
phiusiil,rf,r02,f_stable_minus_f_all,fpr,0.0002981070204204246
phiusiil,rf,r02,f_stable_minus_f_all,roc_auc,-3.86255708741956e-05
phiusiil,rf,r02,f_stable_minus_f_all,pr_auc,2.709719150173484e-07
phiusiil,rf,r02,f_stable_minus_f_all,balanced_accuracy,0.00020471248966102973
phiusiil,rf,r02,f_stable_minus_f_single,macro_f1,0.0008370607047768486
phiusiil,rf,r02,f_stable_minus_f_single,recall,0.00514568727085607
phiusiil,rf,r02,f_stable_minus_f_single,fpr,0.002533909673572813
phiusiil,rf,r02,f_stable_minus_f_single,roc_auc,3.742556244668016e-05
phiusiil,rf,r02,f_stable_minus_f_single,pr_auc,9.099664664802276e-05
phiusiil,rf,r02,f_stable_minus_f_single,balanced_accuracy,0.0013058887986415746
phiusiil,rf,r03,f_single_minus_f_all,macro_f1,-0.0001436583122474966
phiusiil,rf,r03,f_single_minus_f_all,recall,-0.0008361741815142709
phiusiil,rf,r03,f_single_minus_f_all,fpr,-0.00039747602722707727
phiusiil,rf,r03,f_single_minus_f_all,roc_auc,-9.063499073913572e-05
phiusiil,rf,r03,f_single_minus_f_all,pr_auc,-0.00011753038767214896
phiusiil,rf,r03,f_single_minus_f_all,balanced_accuracy,-0.00021934907714360463
phiusiil,rf,r03,f_stable_minus_f_all,macro_f1,0.00028274504058489747
phiusiil,rf,r03,f_stable_minus_f_all,recall,-0.0008361741815142709
phiusiil,rf,r03,f_stable_minus_f_all,fpr,-0.0011427435782779046
phiusiil,rf,r03,f_stable_minus_f_all,roc_auc,1.386481109011406e-05
phiusiil,rf,r03,f_stable_minus_f_all,pr_auc,-1.0118071274045626e-05
phiusiil,rf,r03,f_stable_minus_f_all,balanced_accuracy,0.00015328469838182812
phiusiil,rf,r03,f_stable_minus_f_single,macro_f1,0.00042640335283239406
phiusiil,rf,r03,f_stable_minus_f_single,recall,0.0
phiusiil,rf,r03,f_stable_minus_f_single,fpr,-0.0007452675510508273
phiusiil,rf,r03,f_stable_minus_f_single,roc_auc,0.00010449980182924978
phiusiil,rf,r03,f_stable_minus_f_single,pr_auc,0.00010741231639810334
phiusiil,rf,r03,f_stable_minus_f_single,balanced_accuracy,0.00037263377552543275
phiusiil,rf,r04,f_single_minus_f_all,macro_f1,-0.0015013357453992349
phiusiil,rf,r04,f_single_minus_f_all,recall,-0.00855415487522515
phiusiil,rf,r04,f_single_minus_f_all,fpr,-0.004024444775674431
phiusiil,rf,r04,f_single_minus_f_all,roc_auc,-8.220407819636844e-05
phiusiil,rf,r04,f_single_minus_f_all,pr_auc,-6.392259815002355e-05
phiusiil,rf,r04,f_single_minus_f_all,balanced_accuracy,-0.0022648550497753606
phiusiil,rf,r04,f_stable_minus_f_all,macro_f1,-0.0004707731513728941
phiusiil,rf,r04,f_stable_minus_f_all,recall,-0.0061101106251608694
phiusiil,rf,r04,f_stable_minus_f_all,fpr,-0.003925075768867654
phiusiil,rf,r04,f_stable_minus_f_all,roc_auc,1.4487052751532836e-05
phiusiil,rf,r04,f_stable_minus_f_all,pr_auc,7.531354519163536e-05
phiusiil,rf,r04,f_stable_minus_f_all,balanced_accuracy,-0.0010925174281466443
phiusiil,rf,r04,f_stable_minus_f_single,macro_f1,0.0010305625940263408
phiusiil,rf,r04,f_stable_minus_f_single,recall,0.002444044250064281
phiusiil,rf,r04,f_stable_minus_f_single,fpr,9.936900680677756e-05
phiusiil,rf,r04,f_stable_minus_f_single,roc_auc,9.669113094790127e-05
phiusiil,rf,r04,f_stable_minus_f_single,pr_auc,0.0001392361433416589
phiusiil,rf,r04,f_stable_minus_f_single,balanced_accuracy,0.0011723376216287162
phiusiil,rf,r05,f_single_minus_f_all,macro_f1,0.0008558399763216595
phiusiil,rf,r05,f_single_minus_f_all,recall,0.0014793850903711547
phiusiil,rf,r05,f_single_minus_f_all,fpr,-0.00034779152382366854
phiusiil,rf,r05,f_single_minus_f_all,roc_auc,4.6793937163891464e-05
phiusiil,rf,r05,f_single_minus_f_all,pr_auc,1.5011651099405832e-05
phiusiil,rf,r05,f_single_minus_f_all,balanced_accuracy,0.0009135883070974238
phiusiil,rf,r05,f_stable_minus_f_all,macro_f1,0.0009452546983192978
phiusiil,rf,r05,f_stable_minus_f_all,recall,0.003473338907827972
phiusiil,rf,r05,f_stable_minus_f_all,fpr,0.0010433745714712086
phiusiil,rf,r05,f_stable_minus_f_all,roc_auc,8.443201774754883e-05
phiusiil,rf,r05,f_stable_minus_f_all,pr_auc,0.0001188580621030999
phiusiil,rf,r05,f_stable_minus_f_all,balanced_accuracy,0.0012149821681783912
phiusiil,rf,r05,f_stable_minus_f_single,macro_f1,8.941472199763822e-05
phiusiil,rf,r05,f_stable_minus_f_single,recall,0.001993953817456817
phiusiil,rf,r05,f_stable_minus_f_single,fpr,0.0013911660952948771
phiusiil,rf,r05,f_stable_minus_f_single,roc_auc,3.763808058365736e-05
phiusiil,rf,r05,f_stable_minus_f_single,pr_auc,0.00010384641100369407
phiusiil,rf,r05,f_stable_minus_f_single,balanced_accuracy,0.00030139386108096744
phiusiil,rf,r06,f_single_minus_f_all,macro_f1,0.00037145958116913125
phiusiil,rf,r06,f_single_minus_f_all,recall,0.001029137454171103
phiusiil,rf,r06,f_single_minus_f_all,fpr,0.00014905351021017414
phiusiil,rf,r06,f_single_minus_f_all,roc_auc,3.319437427495853e-05
phiusiil,rf,r06,f_single_minus_f_all,pr_auc,-5.992405500510056e-05
phiusiil,rf,r06,f_single_minus_f_all,balanced_accuracy,0.0004400419719803317
phiusiil,rf,r06,f_stable_minus_f_all,macro_f1,0.00048586353284796324
phiusiil,rf,r06,f_stable_minus_f_all,recall,0.001415063999485322
phiusiil,rf,r06,f_stable_minus_f_all,fpr,0.00024842251701694996
phiusiil,rf,r06,f_stable_minus_f_all,roc_auc,5.966486644082281e-06
phiusiil,rf,r06,f_stable_minus_f_all,pr_auc,-8.332534296928706e-05
phiusiil,rf,r06,f_stable_minus_f_all,balanced_accuracy,0.0005833207412341279
phiusiil,rf,r06,f_stable_minus_f_single,macro_f1,0.000114403951678832
phiusiil,rf,r06,f_stable_minus_f_single,recall,0.0003859265453142191
phiusiil,rf,r06,f_stable_minus_f_single,fpr,9.936900680677582e-05
phiusiil,rf,r06,f_stable_minus_f_single,roc_auc,-2.7227887630876246e-05
phiusiil,rf,r06,f_stable_minus_f_single,pr_auc,-2.34012879641865e-05
phiusiil,rf,r06,f_stable_minus_f_single,balanced_accuracy,0.00014327876925379623
phiusiil,rf,r07,f_single_minus_f_all,macro_f1,0.0003654474400605068
phiusiil,rf,r07,f_single_minus_f_all,recall,-0.0015437061812568764
phiusiil,rf,r07,f_single_minus_f_all,fpr,-0.001838326625925358
phiusiil,rf,r07,f_single_minus_f_all,roc_auc,0.00045161062846243993
phiusiil,rf,r07,f_single_minus_f_all,pr_auc,0.0006733024229177431
phiusiil,rf,r07,f_single_minus_f_all,balanced_accuracy,0.00014731022233438473
phiusiil,rf,r07,f_stable_minus_f_all,macro_f1,0.0010811508278071313
phiusiil,rf,r07,f_stable_minus_f_all,recall,0.00045024763619982977
phiusiil,rf,r07,f_stable_minus_f_all,fpr,-0.001540219605505027
phiusiil,rf,r07,f_stable_minus_f_all,roc_auc,0.0003444887043561051
phiusiil,rf,r07,f_stable_minus_f_all,pr_auc,0.0005498562452934674
phiusiil,rf,r07,f_stable_minus_f_all,balanced_accuracy,0.0009952336208525203
phiusiil,rf,r07,f_stable_minus_f_single,macro_f1,0.0007157033877466246
phiusiil,rf,r07,f_stable_minus_f_single,recall,0.001993953817456706
phiusiil,rf,r07,f_stable_minus_f_single,fpr,0.00029810702042033094
phiusiil,rf,r07,f_stable_minus_f_single,roc_auc,-0.00010712192410633481
phiusiil,rf,r07,f_stable_minus_f_single,pr_auc,-0.00012344617762427568
phiusiil,rf,r07,f_stable_minus_f_single,balanced_accuracy,0.0008479233985181356
phiusiil,rf,r08,f_single_minus_f_all,macro_f1,0.0005403092289819611
phiusiil,rf,r08,f_single_minus_f_all,recall,0.00019296327265716506
phiusiil,rf,r08,f_single_minus_f_all,fpr,-0.0007949520544541684
phiusiil,rf,r08,f_single_minus_f_all,roc_auc,-8.679048970394732e-05
phiusiil,rf,r08,f_single_minus_f_all,pr_auc,-7.909322807242436e-05
phiusiil,rf,r08,f_single_minus_f_all,balanced_accuracy,0.0004939576635556442
phiusiil,rf,r08,f_stable_minus_f_all,macro_f1,0.0008802240766934144
phiusiil,rf,r08,f_stable_minus_f_all,recall,-0.00045024763619982977
phiusiil,rf,r08,f_stable_minus_f_all,fpr,-0.0018880111293287146
phiusiil,rf,r08,f_stable_minus_f_all,roc_auc,-5.8992158652571014e-05
phiusiil,rf,r08,f_stable_minus_f_all,pr_auc,-0.00015249444666509682
phiusiil,rf,r08,f_stable_minus_f_all,balanced_accuracy,0.0007188817465644259
phiusiil,rf,r08,f_stable_minus_f_single,macro_f1,0.0003399148477114533
phiusiil,rf,r08,f_stable_minus_f_single,recall,-0.0006432109088569948
phiusiil,rf,r08,f_stable_minus_f_single,fpr,-0.0010930590748745462
phiusiil,rf,r08,f_stable_minus_f_single,roc_auc,2.77983310513763e-05
phiusiil,rf,r08,f_stable_minus_f_single,pr_auc,-7.340121859267246e-05
phiusiil,rf,r08,f_stable_minus_f_single,balanced_accuracy,0.00022492408300878175
phiusiil,rf,r09,f_single_minus_f_all,macro_f1,-0.0002238791190565248
phiusiil,rf,r09,f_single_minus_f_all,recall,0.0016722408026755842
phiusiil,rf,r09,f_single_minus_f_all,fpr,0.0016892731157152757
phiusiil,rf,r09,f_single_minus_f_all,roc_auc,4.9611005620286974e-06
phiusiil,rf,r09,f_single_minus_f_all,pr_auc,-3.3240216758212426e-05
phiusiil,rf,r09,f_single_minus_f_all,balanced_accuracy,-8.516156519644547e-06
phiusiil,rf,r09,f_stable_minus_f_all,macro_f1,-0.0006807892110445302
phiusiil,rf,r09,f_stable_minus_f_all,recall,0.0004502186776434991
phiusiil,rf,r09,f_stable_minus_f_all,fpr,0.0015402196055051103
phiusiil,rf,r09,f_stable_minus_f_all,roc_auc,8.585340305433675e-05
phiusiil,rf,r09,f_stable_minus_f_all,pr_auc,0.00010640286526764076
phiusiil,rf,r09,f_stable_minus_f_all,balanced_accuracy,-0.0005450004639305783
phiusiil,rf,r09,f_stable_minus_f_single,macro_f1,-0.00045691009198800536
phiusiil,rf,r09,f_stable_minus_f_single,recall,-0.001222022125032085
phiusiil,rf,r09,f_stable_minus_f_single,fpr,-0.00014905351021016547
phiusiil,rf,r09,f_stable_minus_f_single,roc_auc,8.089230249230805e-05
phiusiil,rf,r09,f_stable_minus_f_single,pr_auc,0.00013964308202585318
phiusiil,rf,r09,f_stable_minus_f_single,balanced_accuracy,-0.0005364843074109338
phiusiil,xgb,r00,f_single_minus_f_all,macro_f1,0.00037360772144201526
phiusiil,xgb,r00,f_single_minus_f_all,recall,0.0025085225445423687
phiusiil,xgb,r00,f_single_minus_f_all,fpr,0.00129179708848814
phiusiil,xgb,r00,f_single_minus_f_all,roc_auc,0.0001327934759064453
phiusiil,xgb,r00,f_single_minus_f_all,pr_auc,9.791610228082614e-05
phiusiil,xgb,r00,f_single_minus_f_all,balanced_accuracy,0.000608362728027112
phiusiil,xgb,r00,f_stable_minus_f_all,macro_f1,-0.0006012526461460777
phiusiil,xgb,r00,f_stable_minus_f_all,recall,-0.002058274908342428
phiusiil,xgb,r00,f_stable_minus_f_all,fpr,-0.0005465295374372341
phiusiil,xgb,r00,f_stable_minus_f_all,roc_auc,9.39777572251943e-05
phiusiil,xgb,r00,f_stable_minus_f_all,pr_auc,7.114374476346885e-05
phiusiil,xgb,r00,f_stable_minus_f_all,balanced_accuracy,-0.0007558726854526299
phiusiil,xgb,r00,f_stable_minus_f_single,macro_f1,-0.0009748603675880929
phiusiil,xgb,r00,f_stable_minus_f_single,recall,-0.0045667974528847965
phiusiil,xgb,r00,f_stable_minus_f_single,fpr,-0.001838326625925374
phiusiil,xgb,r00,f_stable_minus_f_single,roc_auc,-3.8815718681251e-05
phiusiil,xgb,r00,f_stable_minus_f_single,pr_auc,-2.6772357517357293e-05
phiusiil,xgb,r00,f_stable_minus_f_single,balanced_accuracy,-0.0013642354134797419
phiusiil,xgb,r01,f_single_minus_f_all,macro_f1,0.0009138757657630725
phiusiil,xgb,r01,f_single_minus_f_all,recall,0.0018653116356854849
phiusiil,xgb,r01,f_single_minus_f_all,fpr,-0.00014905351021012123
phiusiil,xgb,r01,f_single_minus_f_all,roc_auc,1.3770536126944677e-05
phiusiil,xgb,r01,f_single_minus_f_all,pr_auc,2.9037089820160844e-05
phiusiil,xgb,r01,f_single_minus_f_all,balanced_accuracy,0.0010071825729476291
phiusiil,xgb,r01,f_stable_minus_f_all,macro_f1,0.0001117173295163143
phiusiil,xgb,r01,f_stable_minus_f_all,recall,-0.0012864218177138786
phiusiil,xgb,r01,f_stable_minus_f_all,fpr,-0.0011924280816812795
phiusiil,xgb,r01,f_stable_minus_f_all,roc_auc,-5.028530655759589e-06
phiusiil,xgb,r01,f_stable_minus_f_all,pr_auc,1.0668053580853432e-05
phiusiil,xgb,r01,f_stable_minus_f_all,balanced_accuracy,-4.699686801645786e-05
phiusiil,xgb,r01,f_stable_minus_f_single,macro_f1,-0.0008021584362467582
phiusiil,xgb,r01,f_stable_minus_f_single,recall,-0.0031517334533993635
phiusiil,xgb,r01,f_stable_minus_f_single,fpr,-0.0010433745714711583
phiusiil,xgb,r01,f_stable_minus_f_single,roc_auc,-1.8799066782704266e-05
phiusiil,xgb,r01,f_stable_minus_f_single,pr_auc,-1.8369036239307412e-05
phiusiil,xgb,r01,f_stable_minus_f_single,balanced_accuracy,-0.001054179440964087
phiusiil,xgb,r02,f_single_minus_f_all,macro_f1,-0.0013018931577667425
phiusiil,xgb,r02,f_single_minus_f_all,recall,0.0037949443622563583
phiusiil,xgb,r02,f_single_minus_f_all,fpr,0.005216872857355861
phiusiil,xgb,r02,f_single_minus_f_all,roc_auc,-1.884380744310299e-05
phiusiil,xgb,r02,f_single_minus_f_all,pr_auc,-2.426947200029339e-05
phiusiil,xgb,r02,f_single_minus_f_all,balanced_accuracy,-0.0007109642475497946
phiusiil,xgb,r02,f_stable_minus_f_all,macro_f1,-0.0007610031081459745
phiusiil,xgb,r02,f_stable_minus_f_all,recall,0.004052228725799134
phiusiil,xgb,r02,f_stable_minus_f_all,fpr,0.0044716053063050334
phiusiil,xgb,r02,f_stable_minus_f_all,roc_auc,1.548506214965606e-05
phiusiil,xgb,r02,f_stable_minus_f_all,pr_auc,2.3543904059675214e-06
phiusiil,xgb,r02,f_stable_minus_f_all,balanced_accuracy,-0.00020968829025291846
phiusiil,xgb,r02,f_stable_minus_f_single,macro_f1,0.000540890049620768
phiusiil,xgb,r02,f_stable_minus_f_single,recall,0.00025728436354277573
phiusiil,xgb,r02,f_stable_minus_f_single,fpr,-0.0007452675510508273
phiusiil,xgb,r02,f_stable_minus_f_single,roc_auc,3.432886959275905e-05
phiusiil,xgb,r02,f_stable_minus_f_single,pr_auc,2.6623862406260912e-05
phiusiil,xgb,r02,f_stable_minus_f_single,balanced_accuracy,0.0005012759572968761
phiusiil,xgb,r03,f_single_minus_f_all,macro_f1,-0.0004001047523229939
phiusiil,xgb,r03,f_single_minus_f_all,recall,-0.0012864218177139897
phiusiil,xgb,r03,f_single_minus_f_all,fpr,-0.0002981070204202442
phiusiil,xgb,r03,f_single_minus_f_all,roc_auc,-1.02839603751681e-05
phiusiil,xgb,r03,f_single_minus_f_all,pr_auc,-1.5089767434250945e-05
phiusiil,xgb,r03,f_single_minus_f_all,balanced_accuracy,-0.0004941573986467773
phiusiil,xgb,r03,f_stable_minus_f_all,macro_f1,-0.0003715556821403121
phiusiil,xgb,r03,f_stable_minus_f_all,recall,-0.001222100726828268
phiusiil,xgb,r03,f_stable_minus_f_all,fpr,-0.0002981070204202442
phiusiil,xgb,r03,f_stable_minus_f_all,roc_auc,3.0307003796581355e-05
phiusiil,xgb,r03,f_stable_minus_f_all,pr_auc,5.255440075013773e-06
phiusiil,xgb,r03,f_stable_minus_f_all,balanced_accuracy,-0.0004619968532039165
phiusiil,xgb,r03,f_stable_minus_f_single,macro_f1,2.8549070182681824e-05
phiusiil,xgb,r03,f_stable_minus_f_single,recall,6.432109088572169e-05
phiusiil,xgb,r03,f_stable_minus_f_single,fpr,0.0
phiusiil,xgb,r03,f_stable_minus_f_single,roc_auc,4.0590964171749455e-05
phiusiil,xgb,r03,f_stable_minus_f_single,pr_auc,2.0345207509264718e-05
phiusiil,xgb,r03,f_stable_minus_f_single,balanced_accuracy,3.2160545442860844e-05
phiusiil,xgb,r04,f_single_minus_f_all,macro_f1,0.0008295641881894689
phiusiil,xgb,r04,f_single_minus_f_all,recall,0.002186776434268123
phiusiil,xgb,r04,f_single_minus_f_all,fpr,0.0002484225170170241
phiusiil,xgb,r04,f_single_minus_f_all,roc_auc,2.0045722269879107e-05
phiusiil,xgb,r04,f_single_minus_f_all,pr_auc,-2.98106666796194e-07
phiusiil,xgb,r04,f_single_minus_f_all,balanced_accuracy,0.0009691769586255283
phiusiil,xgb,r04,f_stable_minus_f_all,macro_f1,0.000522779571262677
phiusiil,xgb,r04,f_stable_minus_f_all,recall,0.006174427579109909
phiusiil,xgb,r04,f_stable_minus_f_all,fpr,0.0038753912654643833
phiusiil,xgb,r04,f_stable_minus_f_all,roc_auc,6.028416238423873e-06
phiusiil,xgb,r04,f_stable_minus_f_all,pr_auc,-1.3628367517282136e-05
phiusiil,xgb,r04,f_stable_minus_f_all,balanced_accuracy,0.0011495181568227375
phiusiil,xgb,r04,f_stable_minus_f_single,macro_f1,-0.0003067846169267918
phiusiil,xgb,r04,f_stable_minus_f_single,recall,0.003987651144841786
phiusiil,xgb,r04,f_stable_minus_f_single,fpr,0.003626968748447359
