dataset,scenario_key,repetition,model,candidate,candidate_index,params_json,status,fit_seconds,threshold,validation_n_samples,validation_n_benign,validation_n_phishing,validation_threshold,validation_accuracy,validation_balanced_accuracy,validation_precision,validation_recall,validation_macro_f1,validation_roc_auc,validation_pr_auc,validation_fpr,validation_tn,validation_fp,validation_fn,validation_tp
phiusiil,s0,r02,xgb,xgb_d6_lr01_balanced,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.3358712726963955, ""subsample"": 0.9}",ok,5.823902000000004,0.46,35369,20228,15141,0.46,0.9956741779524444,0.9951966347263154,0.998006379585327,0.9918763621953636,0.9955793580959816,0.9977101868237788,0.9981881240256608,0.0014830927427328,20198,30,123,15018
phiusiil,s0,r03,lr,lr_c01,0,"{""C"": 0.1, ""class_weight"": null}",ok,6.679756900000001,0.34,35369,20228,15141,0.34,0.9625660889479488,0.964075775182796,0.940172029308697,0.97457235321313,0.9619409393720284,0.984098996491186,0.982554832546225,0.046420802847538,19289,939,385,14756
phiusiil,s0,r03,lr,lr_c1,1,"{""C"": 1.0, ""class_weight"": null}",ok,8.221649899999989,0.4,35369,20228,15141,0.4,0.9885210212332832,0.9880792376197394,0.988140197442523,0.985007595271118,0.9882738541542012,0.994902505793638,0.995539586143862,0.0088491200316393,20049,179,227,14914
phiusiil,s0,r03,lr,lr_c1_balanced,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",ok,8.326041300000014,0.46,35369,20228,15141,0.46,0.9882382877661228,0.9877822272627936,0.9878735670267048,0.984611320256258,0.9879848312600564,0.9948912282418838,0.995407529720702,0.0090468657306703,20045,183,233,14908
phiusiil,s0,r03,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,19.06374439999999,0.26,35369,20228,15141,0.26,0.9695778789335292,0.9688605295575228,0.9650201679560934,0.9638729278119016,0.9689306192932804,0.992831065396126,0.9923734570031024,0.0261518686968558,19699,529,547,14594
phiusiil,s0,r03,rf,rf_depth24_leaf2,1,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",ok,18.93031239999999,0.32,35369,20228,15141,0.32,0.991659362718765,0.991728172096145,0.9883552631578948,0.9922065913744138,0.9914873301127748,0.9971519169937711,0.997660339263806,0.0087502471821237,20051,177,118,15023
phiusiil,s0,r03,rf,rf_unlimited_leaf5_balanced,2,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",ok,20.02124150000003,0.49,35369,20228,15141,0.49,0.9912352625180244,0.9908591165788933,0.9912553825770124,0.9882438412258108,0.9910466890295282,0.9969380091982768,0.997413908174795,0.0065256080680245,20096,132,178,14963
phiusiil,s0,r03,xgb,xgb_d4_lr005,0,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,8.334500399999968,0.33,35369,20228,15141,0.33,0.9912352625180244,0.9908757259899454,0.9911252400821248,0.9883759328974308,0.991046989125598,0.9970640768157606,0.9976039651064544,0.00662448091754,20094,134,176,14965
phiusiil,s0,r03,xgb,xgb_d6_lr005,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,6.825811600000009,0.42,35369,20228,15141,0.42,0.9942039639232096,0.993645537105777,0.9966746475126363,0.989762895449442,0.9940763154187056,0.9973144032019522,0.9978805522877536,0.002471821237888,20178,50,155,14986
phiusiil,s0,r03,xgb,xgb_d6_lr01_balanced,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.3358712726963955, ""subsample"": 0.9}",ok,6.467802799999959,0.5,35369,20228,15141,0.5,0.9953348977918516,0.9947671408893504,0.9982698961937716,0.9908196288224028,0.9952318324536572,0.9973491337514632,0.9979971147873826,0.0012853470437017,20202,26,139,15002
phiusiil,s0,r04,lr,lr_c01,0,"{""C"": 0.1, ""class_weight"": null}",ok,7.189579100000003,0.35,35369,20228,15141,0.35,0.959851847663208,0.9609803174136486,0.9392969200230518,0.9688263654976552,0.9591576951099908,0.9829588928210344,0.9813970053289924,0.0468657306703579,19280,948,472,14669
phiusiil,s0,r04,lr,lr_c1,1,"{""C"": 1.0, ""class_weight"": null}",ok,8.633160799999985,0.39,35369,20228,15141,0.39,0.9868528937770364,0.9865544254451764,0.9848044397463002,0.9844792285846378,0.98657462946628,0.994078407025114,0.9946909682246772,0.0113703776942851,19998,230,235,14906
phiusiil,s0,r04,lr,lr_c1_balanced,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",ok,8.817030999999986,0.44,35369,20228,15141,0.44,0.987163900590913,0.9869675057752884,0.984431690744772,0.9856020077934088,0.9868947189985826,0.9941881917385452,0.994681647500904,0.0116669962428317,19992,236,218,14923
phiusiil,s0,r04,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,18.215956399999985,0.31,35369,20228,15141,0.31,0.9742712544883938,0.9729720575179432,0.9756668226485729,0.9639389736477116,0.9736873037837196,0.9933979207276792,0.993053881838224,0.0179948586118251,19864,364,546,14595
phiusiil,s0,r04,rf,rf_depth24_leaf2,1,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",ok,17.89666649999998,0.37,35369,20228,15141,0.37,0.9917724561056293,0.9915779037798762,0.9905523255813954,0.9902252163001124,0.9915983165047042,0.9972002139091016,0.9976400420997458,0.0070694087403598,20085,143,148,14993
phiusiil,s0,r04,rf,rf_unlimited_leaf5_balanced,2,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",ok,19.908548,0.52,35369,20228,15141,0.52,0.9915745426786168,0.9910311645445476,0.9930246462499168,0.98725315368866,0.9913902250189632,0.9967086298686224,0.9972145628220156,0.0051908245995649,20123,105,193,14948
phiusiil,s0,r04,xgb,xgb_d4_lr005,0,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,7.193508199999997,0.36,35369,20228,15141,0.36,0.9903305154231108,0.98978577379488,0.991367288664586,0.985998282808269,0.9901194839998052,0.9969591815446438,0.997568604672692,0.0064267352185089,20098,130,212,14929
phiusiil,s0,r04,xgb,xgb_d6_lr005,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,7.202725299999997,0.4,35369,20228,15141,0.4,0.9939777771494812,0.99333152552938,0.9970697922216304,0.9888382537481012,0.9938441007449988,0.997387290991932,0.997937102698336,0.0021752026893415,20184,44,169,14972
phiusiil,s0,r04,xgb,xgb_d6_lr01_balanced,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.3358712726963955, ""subsample"": 0.9}",ok,6.72599120000001,0.46,35369,20228,15141,0.46,0.995447991178716,0.9948577090333398,0.9986020503261882,0.9907535829865928,0.9953471870407792,0.9975252810124934,0.9980781685422052,0.0010381649199129,20207,21,140,15001
phiusiil,s0,r05,lr,lr_c01,0,"{""C"": 0.1, ""class_weight"": null}",ok,6.805789699999991,0.35,35369,20227,15142,0.35,0.96434730979106,0.9655165734584112,0.9447612944569048,0.9736494518557656,0.9637278870069244,0.9842792151505456,0.9829132005863896,0.042616304938943,19365,862,399,14743
phiusiil,s0,r05,lr,lr_c1,1,"{""C"": 1.0, ""class_weight"": null}",ok,7.935178199999996,0.43,35369,20227,15142,0.43,0.9886623879668636,0.9881367006860196,0.988986930272673,0.9844802535992604,0.988416415650003,0.9944873473684304,0.9952121036874588,0.008206852227221,20061,166,235,14907
phiusiil,s0,r05,lr,lr_c1_balanced,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",ok,8.949948199999994,0.44,35369,20227,15142,0.44,0.9881817410726907,0.9878575924451504,0.9867759851891034,0.9856029586580372,0.9879304975099416,0.9943586241215696,0.994990413564488,0.0098877737677361,20027,200,218,14924
phiusiil,s0,r05,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,18.47572660000003,0.29,35369,20227,15142,0.29,0.9726314003788628,0.9713232423928708,0.9735400240545236,0.9622242768458592,0.972012158313916,0.9938843658879328,0.9933509463383016,0.0195777920601176,19831,396,572,14570
phiusiil,s0,r05,rf,rf_depth24_leaf2,1,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",ok,18.5038945,0.32,35369,20227,15142,0.32,0.992140009612938,0.9922397578528478,0.9887544390372222,0.99293356227711,0.9919783511187694,0.9976552795301789,0.9979761838555252,0.0084540465714144,20056,171,107,15035
phiusiil,s0,r05,rf,rf_unlimited_leaf5_balanced,2,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",ok,19.683360499999992,0.51,35369,20227,15142,0.51,0.9924510164268144,0.9920634012908708,0.992974083648174,0.989367322678642,0.9922881470572356,0.9974534689052338,0.9976628442751484,0.0052405200969001,20121,106,161,14981
phiusiil,s0,r05,xgb,xgb_d4_lr005,0,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,8.39144360000006,0.44,35369,20227,15142,0.44,0.9918855494924934,0.9911124409592912,0.9952657198106288,0.9857350416061288,0.991704157413508,0.9976713776904488,0.9979759076290948,0.0035101596875463,20156,71,216,14926
phiusiil,s0,r05,xgb,xgb_d6_lr005,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,6.770958099999916,0.31,35369,20227,15142,0.31,0.9946280641239504,0.9943403563583182,0.9950993377483444,0.9923391890106988,0.9945127626609332,0.9977627034466428,0.9982237277736814,0.0036584762940623,20153,74,116,15026
phiusiil,s0,r05,xgb,xgb_d6_lr01_balanced,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.3358712726963955, ""subsample"": 0.9}",ok,6.427822699999979,0.55,35369,20227,15142,0.55,0.9956741779524444,0.9951387571953848,0.99847023611573,0.9914146083740588,0.99557890858079,0.9978710383025072,0.9983362197442872,0.0011370939832896,20204,23,130,15012
phiusiil,s0,r06,lr,lr_c01,0,"{""C"": 0.1, ""class_weight"": null}",ok,6.913955999999985,0.37,35369,20227,15142,0.37,0.9636687494698748,0.9646742679542416,0.945018947909307,0.9716682076343944,0.9630274921791602,0.9843224717120176,0.9833714188392916,0.0423196717259109,19371,856,429,14713
phiusiil,s0,r06,lr,lr_c1,1,"{""C"": 1.0, ""class_weight"": null}",ok,8.70309199999997,0.41,35369,20227,15142,0.41,0.9886906613135796,0.9881531188178354,0.9891174518911744,0.9844142121252146,0.9884450104716256,0.9946260811536518,0.9953468299241246,0.0081079744895436,20063,164,236,14906
phiusiil,s0,r06,lr,lr_c1_balanced,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",ok,8.222072799999978,0.48,35369,20227,15142,0.48,0.98883202804716,0.9882767159899322,0.9894457351476932,0.9844142121252146,0.9885889669799434,0.9946437775391428,0.9952636471333708,0.0078607801453502,20068,159,236,14906
phiusiil,s0,r06,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,18.130628099999967,0.28,35369,20227,15142,0.28,0.970963272922616,0.9700308218142,0.9684699634915368,0.9635451063267731,0.9703313141478528,0.9941895713998776,0.9936348045777116,0.0234834626983734,19752,475,552,14590
phiusiil,s0,r06,rf,rf_depth24_leaf2,1,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",ok,18.226322200000027,0.33,35369,20227,15142,0.33,0.991009075744296,0.991201172660453,0.986543258500722,0.9925373134328358,0.9908262555320232,0.9971616728130696,0.997575262233431,0.0101349681119295,20022,205,113,15029
phiusiil,s0,r06,rf,rf_unlimited_leaf5_balanced,2,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",ok,19.53420799999992,0.47,35369,20227,15142,0.47,0.9909242557041475,0.9907783596478476,0.9890450735827888,0.9897635715229164,0.9907335477281792,0.996977264722196,0.9973227029571248,0.008206852227221,20061,166,155,14987
phiusiil,s0,r06,xgb,xgb_d4_lr005,0,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,7.208650899999952,0.49,35369,20227,15142,0.49,0.9914049025983206,0.9905178832194887,0.9955249799625968,0.984348170651169,0.9912108832177516,0.9972406306895144,0.997648356300257,0.0033124042121916,20160,67,237,14905
phiusiil,s0,r06,xgb,xgb_d6_lr005,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,6.999808399999893,0.35,35369,20227,15142,0.35,0.9940343238429132,0.9937050299990628,0.9946332737030412,0.9914146083740588,0.993905921118665,0.9974589018914805,0.9979675387767458,0.0040045483759331,20146,81,130,15012
phiusiil,s0,r06,xgb,xgb_d6_lr01_balanced,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.3358712726963955, ""subsample"": 0.9}",ok,7.769262499999968,0.54,35369,20227,15142,0.54,0.9957307246458764,0.995213099972034,0.9984041492120488,0.991612732796196,0.9956368486293,0.9977378746341948,0.9981859161129882,0.0011865328521283,20203,24,127,15015
phiusiil,s0,r07,lr,lr_c01,0,"{""C"": 0.1, ""class_weight"": null}",ok,6.954303099999947,0.34,35369,20228,15141,0.34,0.9575051598857756,0.9587709163812048,0.9353850083003448,0.9675714946172644,0.956784946300326,0.9826271927279526,0.9808996682168164,0.0500296618548546,19216,1012,491,14650
phiusiil,s0,r07,lr,lr_c1,1,"{""C"": 1.0, ""class_weight"": null}",ok,8.740608399999928,0.41,35369,20228,15141,0.41,0.9864005202295796,0.9858682693536992,0.9860098130221456,0.982167624331286,0.9861064111414136,0.9934126102775755,0.9942648631871004,0.0104310856238876,20017,211,270,14871
phiusiil,s0,r07,lr,lr_c1_balanced,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",ok,8.648786299999983,0.43,35369,20228,15141,0.43,0.986061240068987,0.9858041825598848,0.9834323432343234,0.9840169077339672,0.985767874186547,0.9934149056217806,0.9940664880030105,0.0124085426141981,19977,251,242,14899
phiusiil,s0,r07,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,18.024535899999933,0.27,35369,20228,15141,0.27,0.9686165851451836,0.9672560774282356,0.968543378080545,0.9577967109173766,0.967908159117449,0.993311193938536,0.9926922263507006,0.0232845560609056,19757,471,639,14502
phiusiil,s0,r07,rf,rf_depth24_leaf2,1,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",ok,19.368122599999992,0.34,35369,20228,15141,0.34,0.9917724561056293,0.991851959062239,0.9884225759768452,0.992404728881844,0.9916028939039953,0.9971790676832945,0.9975618577383124,0.008700810757366,20052,176,115,15026
phiusiil,s0,r07,rf,rf_unlimited_leaf5_balanced,2,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",ok,23.7522252,0.53,35369,20228,15141,0.53,0.991037349091012,0.990519994981718,0.9920993227990972,0.9869229245096096,0.9908419758752542,0.99711948015593,0.997312234087424,0.0058829345461736,20109,119,198,14943
phiusiil,s0,r07,xgb,xgb_d4_lr005,0,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,8.415692299999932,0.38,35369,20228,15141,0.38,0.9909808023975798,0.9903958162072248,0.9925561611059418,0.9863285119873192,0.9907829500552896,0.997142293199968,0.9976451851474116,0.0055368795728692,20116,112,207,14934
phiusiil,s0,r07,xgb,xgb_d6_lr005,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,8.067412099999956,0.4,35369,20228,15141,0.4,0.99448669739037,0.9940006804014055,0.9964788732394366,0.9906214913149726,0.9943660392037762,0.9973842903926088,0.997951487131132,0.0026201305121613,20175,53,142,14999
phiusiil,s0,r07,xgb,xgb_d6_lr01_balanced,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.3358712726963955, ""subsample"": 0.9}",ok,7.513187700000003,0.47,35369,20228,15141,0.47,0.9954197178319998,0.994949256698327,0.99760813235001,0.9916782246879334,0.9953194391390588,0.9975626872868636,0.9981560302417136,0.0017797112912794,20192,36,126,15015
phiusiil,s0,r08,lr,lr_c01,0,"{""C"": 0.1, ""class_weight"": null}",ok,7.352227699999958,0.34,35369,20227,15142,0.34,0.9601911278238004,0.9618081048753366,0.9364433710436,0.973055078589354,0.9595381888476509,0.9827848941589958,0.9812014758247491,0.0494388688386809,19227,1000,408,14734
phiusiil,s0,r08,lr,lr_c1,1,"{""C"": 1.0, ""class_weight"": null}",ok,8.733464199999958,0.39,35369,20227,15142,0.39,0.9860895134157032,0.985878930851256,0.9831156839467088,0.9844142121252146,0.985798271045325,0.9930216850528304,0.993645075285452,0.0126563504227023,19971,256,236,14906
phiusiil,s0,r08,lr,lr_c1_balanced,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",ok,7.926865500000076,0.45,35369,20227,15142,0.45,0.9863722468828636,0.98615102910326,0.983573030742842,0.9846123365473516,0.9860864637826364,0.9931679577594724,0.993612993584026,0.0123102783408315,19978,249,233,14909
phiusiil,s0,r08,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,17.790331400000014,0.31,35369,20227,15142,0.31,0.971613559897085,0.969985072413185,0.97462065261179,0.9586580372473914,0.9709531763364644,0.993143956628523,0.9924138915341774,0.0186878924210214,19849,378,626,14516
phiusiil,s0,r08,rf,rf_depth24_leaf2,1,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",ok,18.79378069999996,0.31,35369,20227,15142,0.31,0.991150442477876,0.9912832633195324,0.9871870687955844,0.9922071060626072,0.9909693918324942,0.9974046895695812,0.9976550529025552,0.0096405794235427,20032,195,118,15024
phiusiil,s0,r08,rf,rf_unlimited_leaf5_balanced,2,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",ok,20.40709430000004,0.47,35369,20227,15142,0.47,0.9908959823574316,0.9906374219769792,0.989884966283221,0.9888389908862766,0.99070259556593,0.9970789781260726,0.9972706855029312,0.0075641469323181,20074,153,169,14973
phiusiil,s0,r08,xgb,xgb_d4_lr005,0,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,7.315389499999924,0.4,35369,20227,15142,0.4,0.9905849755435552,0.9898176222265348,0.9934688437187604,0.9844802535992604,0.9903751678856332,0.9972016823163552,0.9976505362671956,0.0048450091461907,20129,98,235,14907
phiusiil,s0,r08,xgb,xgb_d6_lr005,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,6.7457491999999775,0.35,35369,20227,15142,0.35,0.9938646837626168,0.9934404951560978,0.9951562603675934,0.9904900277374192,0.9937314709812848,0.9976066634453148,0.9980399871329754,0.0036090374252237,20154,73,144,14998
phiusiil,s0,r08,xgb,xgb_d6_lr01_balanced,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.3358712726963955, ""subsample"": 0.9}",ok,6.235409200000049,0.52,35369,20227,15142,0.52,0.9950521643246912,0.994545121822538,0.99740777666999,0.9910183595297848,0.9949436246384816,0.9976500587699574,0.9981636597540496,0.0019281158847085,20188,39,136,15006
phiusiil,s0,r09,lr,lr_c01,0,"{""C"": 0.1, ""class_weight"": null}",ok,6.844534199999998,0.34,35369,20228,15141,0.34,0.9603324945573808,0.9620565987606552,0.9359055717730675,0.9740439865266496,0.9596886261987504,0.982514689843753,0.9812643529546744,0.0499307890053391,19218,1010,393,14748
phiusiil,s0,r09,lr,lr_c1,1,"{""C"": 1.0, ""class_weight"": null}",ok,8.963838099999975,0.41,35369,20228,15141,0.41,0.986061240068987,0.9856713072714662,0.9844556158221986,0.9829601743610066,0.9857640860611884,0.993463184579226,0.9941896366747932,0.0116175598180739,19993,235,258,14883
phiusiil,s0,r09,lr,lr_c1_balanced,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",ok,9.959317499999996,0.45,35369,20228,15141,0.45,0.9865136136164436,0.986282721013208,0.983832651445163,0.984677366092068,0.9862302251287898,0.9939312323626632,0.9944548201207992,0.0121119240656515,19983,245,232,14909
phiusiil,s0,r09,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,18.28854620000004,0.32,35369,20228,15141,0.32,0.97107636630948,0.9691989442670444,0.9758021029927204,0.9561455650221252,0.9703881584600644,0.9935573181796472,0.992813531271958,0.0177476764880363,19869,359,664,14477
phiusiil,s0,r09,rf,rf_depth24_leaf2,1,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",ok,19.28168900000003,0.32,35369,20228,15141,0.32,0.991687636065481,0.9918276326582592,0.9878425445225736,0.9928010038967044,0.9915173677326744,0.997399541534544,0.9976160934733516,0.0091457385801858,20043,185,109,15032
phiusiil,s0,r09,rf,rf_unlimited_leaf5_balanced,2,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",ok,20.388365900000053,0.46,35369,20228,15141,0.46,0.9909525290508636,0.9907531144490488,0.9894973247902769,0.9893666204345816,0.9907612656744738,0.9969309354241378,0.99705242133147,0.007860391536484,20069,159,161,14980
phiusiil,s0,r09,xgb,xgb_d4_lr005,0,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,7.506489299999998,0.38,35369,20228,15141,0.38,0.9912352625180244,0.9907511554070532,0.9921029928993298,0.98738524536028,0.9910447322094464,0.9976487333089132,0.997972286796282,0.0058829345461736,20109,119,191,14950
phiusiil,s0,r09,xgb,xgb_d6_lr005,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,6.673552699999959,0.38,35369,20228,15141,0.38,0.9941756905764936,0.9937536941818164,0.99555378591811,0.9908196288224028,0.994049080113374,0.997990979578071,0.9983502392543744,0.00331224045877,20161,67,139,15002
phiusiil,s0,r09,xgb,xgb_d6_lr01_balanced,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.3358712726963955, ""subsample"": 0.9}",ok,6.54825100000005,0.53,35369,20228,15141,0.53,0.9957872713393084,0.9952622887537264,0.99853684490556,0.9916121788521234,0.9956944926701812,0.9980668467444188,0.9984987376497312,0.0010876013446707,20206,22,127,15014
phiusiil,s1,r00,lr,lr_c01,0,"{""C"": 0.1, ""class_weight"": null}",ok,6.689278800000011,0.34,35369,20227,15142,0.34,0.9584099069806892,0.9598855231923638,0.9351327264625374,0.9701492537313432,0.9577200140004928,0.9827290542267336,0.981385948419608,0.0503782073466159,19208,1019,452,14690
phiusiil,s1,r00,lr,lr_c1,1,"{""C"": 1.0, ""class_weight"": null}",ok,8.439933399999973,0.41,35369,20227,15142,0.41,0.9856371398682462,0.984902328718301,0.9865673626812076,0.9797913089420156,0.98532119412656,0.9930550486165092,0.993982783774336,0.0099866515054135,20025,202,306,14836
phiusiil,s1,r00,lr,lr_c1_balanced,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",ok,8.800326299999938,0.48,35369,20227,15142,0.48,0.98560886652153,0.984836102770864,0.9868254707565374,0.9794611015717872,0.9852911754900504,0.9932894767490292,0.9939812624396522,0.0097888960300588,20029,198,311,14831
phiusiil,s1,r00,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,18.576278799999955,0.36,35369,20227,15142,0.36,0.9694647855466652,0.9667947895859604,0.9798007370001364,0.9482234843481706,0.9686873721128796,0.992856063862716,0.992239545742042,0.0146339051762495,19931,296,784,14358
phiusiil,s1,r00,rf,rf_depth24_leaf2,1,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",ok,22.26146360000007,0.35,35369,20227,15142,0.35,0.9920551895727896,0.9920161761027266,0.9897185790549,0.9917448157442874,0.991889586687251,0.9972266319343864,0.997618100730412,0.0077124635388342,20071,156,125,15017
