source_dataset,target_dataset,repetition,model,cohort,comparison,metric,delta
phiusiil,iscx_url2016_binary,r00,lr,unfiltered,f_single_minus_f_all,macro_f1,-0.031678657375961705
phiusiil,iscx_url2016_binary,r00,lr,unfiltered,f_single_minus_f_all,roc_auc,-0.026852303203674266
phiusiil,iscx_url2016_binary,r00,lr,unfiltered,f_single_minus_f_all,pr_auc,-0.01022039146040396
phiusiil,iscx_url2016_binary,r00,lr,unfiltered,f_single_minus_f_all,recall,0.0004014049172101908
phiusiil,iscx_url2016_binary,r00,lr,unfiltered,f_single_minus_f_all,fpr,0.03064051105206611
phiusiil,iscx_url2016_binary,r00,lr,unfiltered,f_single_minus_f_all,balanced_accuracy,-0.01511955306742796
phiusiil,iscx_url2016_binary,r00,lr,unfiltered,f_stable_minus_f_all,macro_f1,-0.03415618411758531
phiusiil,iscx_url2016_binary,r00,lr,unfiltered,f_stable_minus_f_all,roc_auc,-0.027642325900842923
phiusiil,iscx_url2016_binary,r00,lr,unfiltered,f_stable_minus_f_all,pr_auc,-0.0104927015249906
phiusiil,iscx_url2016_binary,r00,lr,unfiltered,f_stable_minus_f_all,recall,0.0005017561465128217
phiusiil,iscx_url2016_binary,r00,lr,unfiltered,f_stable_minus_f_all,fpr,0.0329866018429531
phiusiil,iscx_url2016_binary,r00,lr,unfiltered,f_stable_minus_f_all,balanced_accuracy,-0.016242422848220195
phiusiil,iscx_url2016_binary,r00,lr,unfiltered,f_stable_minus_f_single,macro_f1,-0.0024775267416236035
phiusiil,iscx_url2016_binary,r00,lr,unfiltered,f_stable_minus_f_single,roc_auc,-0.0007900226971686575
phiusiil,iscx_url2016_binary,r00,lr,unfiltered,f_stable_minus_f_single,pr_auc,-0.0002723100645866394
phiusiil,iscx_url2016_binary,r00,lr,unfiltered,f_stable_minus_f_single,recall,0.00010035122930263096
phiusiil,iscx_url2016_binary,r00,lr,unfiltered,f_stable_minus_f_single,fpr,0.00234609079088699
phiusiil,iscx_url2016_binary,r00,lr,unfiltered,f_stable_minus_f_single,balanced_accuracy,-0.001122869780792235
phiusiil,iscx_url2016_binary,r00,rf,primary_domain_filtered,f_single_minus_f_all,macro_f1,3.334765938226014e-05
phiusiil,iscx_url2016_binary,r00,rf,primary_domain_filtered,f_single_minus_f_all,roc_auc,0.01544262556397713
phiusiil,iscx_url2016_binary,r00,rf,primary_domain_filtered,f_single_minus_f_all,pr_auc,0.0049270959684167
phiusiil,iscx_url2016_binary,r00,rf,primary_domain_filtered,f_single_minus_f_all,recall,0.0002337540906965918
phiusiil,iscx_url2016_binary,r00,rf,primary_domain_filtered,f_single_minus_f_all,fpr,0.0
phiusiil,iscx_url2016_binary,r00,rf,primary_domain_filtered,f_single_minus_f_all,balanced_accuracy,0.0001168770453482959
phiusiil,iscx_url2016_binary,r00,rf,primary_domain_filtered,f_stable_minus_f_all,macro_f1,3.334765938226014e-05
phiusiil,iscx_url2016_binary,r00,rf,primary_domain_filtered,f_stable_minus_f_all,roc_auc,-0.0019456139569287156
phiusiil,iscx_url2016_binary,r00,rf,primary_domain_filtered,f_stable_minus_f_all,pr_auc,-0.0006369287556447223
phiusiil,iscx_url2016_binary,r00,rf,primary_domain_filtered,f_stable_minus_f_all,recall,0.0002337540906965918
phiusiil,iscx_url2016_binary,r00,rf,primary_domain_filtered,f_stable_minus_f_all,fpr,0.0
phiusiil,iscx_url2016_binary,r00,rf,primary_domain_filtered,f_stable_minus_f_all,balanced_accuracy,0.0001168770453482959
phiusiil,iscx_url2016_binary,r00,rf,primary_domain_filtered,f_stable_minus_f_single,macro_f1,0.0
phiusiil,iscx_url2016_binary,r00,rf,primary_domain_filtered,f_stable_minus_f_single,roc_auc,-0.017388239520905846
phiusiil,iscx_url2016_binary,r00,rf,primary_domain_filtered,f_stable_minus_f_single,pr_auc,-0.005564024724061423
phiusiil,iscx_url2016_binary,r00,rf,primary_domain_filtered,f_stable_minus_f_single,recall,0.0
phiusiil,iscx_url2016_binary,r00,rf,primary_domain_filtered,f_stable_minus_f_single,fpr,0.0
phiusiil,iscx_url2016_binary,r00,rf,primary_domain_filtered,f_stable_minus_f_single,balanced_accuracy,0.0
phiusiil,iscx_url2016_binary,r00,rf,unfiltered,f_single_minus_f_all,macro_f1,4.448731744183254e-05
phiusiil,iscx_url2016_binary,r00,rf,unfiltered,f_single_minus_f_all,roc_auc,0.016392748297598903
phiusiil,iscx_url2016_binary,r00,rf,unfiltered,f_single_minus_f_all,pr_auc,0.005428826792873931
phiusiil,iscx_url2016_binary,r00,rf,unfiltered,f_single_minus_f_all,recall,0.0003010536879075598
phiusiil,iscx_url2016_binary,r00,rf,unfiltered,f_single_minus_f_all,fpr,0.0
phiusiil,iscx_url2016_binary,r00,rf,unfiltered,f_single_minus_f_all,balanced_accuracy,0.00015052684395389093
phiusiil,iscx_url2016_binary,r00,rf,unfiltered,f_stable_minus_f_all,macro_f1,4.448731744183254e-05
phiusiil,iscx_url2016_binary,r00,rf,unfiltered,f_stable_minus_f_all,roc_auc,0.0010677103595412296
phiusiil,iscx_url2016_binary,r00,rf,unfiltered,f_stable_minus_f_all,pr_auc,0.00031895296655931604
phiusiil,iscx_url2016_binary,r00,rf,unfiltered,f_stable_minus_f_all,recall,0.0003010536879075598
phiusiil,iscx_url2016_binary,r00,rf,unfiltered,f_stable_minus_f_all,fpr,0.0
phiusiil,iscx_url2016_binary,r00,rf,unfiltered,f_stable_minus_f_all,balanced_accuracy,0.00015052684395389093
phiusiil,iscx_url2016_binary,r00,rf,unfiltered,f_stable_minus_f_single,macro_f1,0.0
phiusiil,iscx_url2016_binary,r00,rf,unfiltered,f_stable_minus_f_single,roc_auc,-0.015325037938057673
phiusiil,iscx_url2016_binary,r00,rf,unfiltered,f_stable_minus_f_single,pr_auc,-0.005109873826314615
phiusiil,iscx_url2016_binary,r00,rf,unfiltered,f_stable_minus_f_single,recall,0.0
phiusiil,iscx_url2016_binary,r00,rf,unfiltered,f_stable_minus_f_single,fpr,0.0
phiusiil,iscx_url2016_binary,r00,rf,unfiltered,f_stable_minus_f_single,balanced_accuracy,0.0
phiusiil,iscx_url2016_binary,r00,xgb,primary_domain_filtered,f_single_minus_f_all,macro_f1,5.001645237273644e-05
phiusiil,iscx_url2016_binary,r00,xgb,primary_domain_filtered,f_single_minus_f_all,roc_auc,-0.006917541635975244
phiusiil,iscx_url2016_binary,r00,xgb,primary_domain_filtered,f_single_minus_f_all,pr_auc,-0.00017247929834762754
phiusiil,iscx_url2016_binary,r00,xgb,primary_domain_filtered,f_single_minus_f_all,recall,0.0003506311360449432
phiusiil,iscx_url2016_binary,r00,xgb,primary_domain_filtered,f_single_minus_f_all,fpr,0.0
phiusiil,iscx_url2016_binary,r00,xgb,primary_domain_filtered,f_single_minus_f_all,balanced_accuracy,0.0001753155680224716
phiusiil,iscx_url2016_binary,r00,xgb,primary_domain_filtered,f_stable_minus_f_all,macro_f1,-3.3347659382176875e-05
phiusiil,iscx_url2016_binary,r00,xgb,primary_domain_filtered,f_stable_minus_f_all,roc_auc,0.026430918715045396
phiusiil,iscx_url2016_binary,r00,xgb,primary_domain_filtered,f_stable_minus_f_all,pr_auc,0.0027112645655138073
phiusiil,iscx_url2016_binary,r00,xgb,primary_domain_filtered,f_stable_minus_f_all,recall,-0.0002337540906965918
phiusiil,iscx_url2016_binary,r00,xgb,primary_domain_filtered,f_stable_minus_f_all,fpr,0.0
phiusiil,iscx_url2016_binary,r00,xgb,primary_domain_filtered,f_stable_minus_f_all,balanced_accuracy,-0.0001168770453482959
phiusiil,iscx_url2016_binary,r00,xgb,primary_domain_filtered,f_stable_minus_f_single,macro_f1,-8.336411175491332e-05
phiusiil,iscx_url2016_binary,r00,xgb,primary_domain_filtered,f_stable_minus_f_single,roc_auc,0.03334846035102064
phiusiil,iscx_url2016_binary,r00,xgb,primary_domain_filtered,f_stable_minus_f_single,pr_auc,0.002883743863861435
phiusiil,iscx_url2016_binary,r00,xgb,primary_domain_filtered,f_stable_minus_f_single,recall,-0.000584385226741535
phiusiil,iscx_url2016_binary,r00,xgb,primary_domain_filtered,f_stable_minus_f_single,fpr,0.0
phiusiil,iscx_url2016_binary,r00,xgb,primary_domain_filtered,f_stable_minus_f_single,balanced_accuracy,-0.0002921926133707675
phiusiil,iscx_url2016_binary,r00,xgb,unfiltered,f_single_minus_f_all,macro_f1,7.41482109835323e-05
phiusiil,iscx_url2016_binary,r00,xgb,unfiltered,f_single_minus_f_all,roc_auc,-0.026832512640984338
phiusiil,iscx_url2016_binary,r00,xgb,unfiltered,f_single_minus_f_all,pr_auc,-0.00011547675061032714
phiusiil,iscx_url2016_binary,r00,xgb,unfiltered,f_single_minus_f_all,recall,0.0005017561465127107
phiusiil,iscx_url2016_binary,r00,xgb,unfiltered,f_single_minus_f_all,fpr,0.0
phiusiil,iscx_url2016_binary,r00,xgb,unfiltered,f_single_minus_f_all,balanced_accuracy,0.00025087807325635536
phiusiil,iscx_url2016_binary,r00,xgb,unfiltered,f_stable_minus_f_all,macro_f1,-4.4495363765190143e-05
phiusiil,iscx_url2016_binary,r00,xgb,unfiltered,f_stable_minus_f_all,roc_auc,0.04200064860399384
phiusiil,iscx_url2016_binary,r00,xgb,unfiltered,f_stable_minus_f_all,pr_auc,0.00435143910530697
phiusiil,iscx_url2016_binary,r00,xgb,unfiltered,f_stable_minus_f_all,recall,-0.00030105368790767084
phiusiil,iscx_url2016_binary,r00,xgb,unfiltered,f_stable_minus_f_all,fpr,0.0
phiusiil,iscx_url2016_binary,r00,xgb,unfiltered,f_stable_minus_f_all,balanced_accuracy,-0.00015052684395383542
phiusiil,iscx_url2016_binary,r00,xgb,unfiltered,f_stable_minus_f_single,macro_f1,-0.00011864357474872245
phiusiil,iscx_url2016_binary,r00,xgb,unfiltered,f_stable_minus_f_single,roc_auc,0.06883316124497818
phiusiil,iscx_url2016_binary,r00,xgb,unfiltered,f_stable_minus_f_single,pr_auc,0.004466915855917297
phiusiil,iscx_url2016_binary,r00,xgb,unfiltered,f_stable_minus_f_single,recall,-0.0008028098344203816
phiusiil,iscx_url2016_binary,r00,xgb,unfiltered,f_stable_minus_f_single,fpr,0.0
phiusiil,iscx_url2016_binary,r00,xgb,unfiltered,f_stable_minus_f_single,balanced_accuracy,-0.0004014049172101908
phiusiil,iscx_url2016_binary,r01,lr,primary_domain_filtered,f_single_minus_f_all,macro_f1,-0.035940988448888295
phiusiil,iscx_url2016_binary,r01,lr,primary_domain_filtered,f_single_minus_f_all,roc_auc,-0.029375494987919137
phiusiil,iscx_url2016_binary,r01,lr,primary_domain_filtered,f_single_minus_f_all,pr_auc,-0.010974455313812914
phiusiil,iscx_url2016_binary,r01,lr,primary_domain_filtered,f_single_minus_f_all,recall,0.0009464095587364829
phiusiil,iscx_url2016_binary,r01,lr,primary_domain_filtered,f_single_minus_f_all,fpr,0.035039442304164226
phiusiil,iscx_url2016_binary,r01,lr,primary_domain_filtered,f_single_minus_f_all,balanced_accuracy,-0.017046516372713927
phiusiil,iscx_url2016_binary,r01,lr,primary_domain_filtered,f_stable_minus_f_all,macro_f1,-0.033669320652493145
phiusiil,iscx_url2016_binary,r01,lr,primary_domain_filtered,f_stable_minus_f_all,roc_auc,-0.026390686682913445
phiusiil,iscx_url2016_binary,r01,lr,primary_domain_filtered,f_stable_minus_f_all,pr_auc,-0.009907003478242221
phiusiil,iscx_url2016_binary,r01,lr,primary_domain_filtered,f_stable_minus_f_all,recall,0.0005915059742103157
phiusiil,iscx_url2016_binary,r01,lr,primary_domain_filtered,f_stable_minus_f_all,fpr,0.03283801137405973
phiusiil,iscx_url2016_binary,r01,lr,primary_domain_filtered,f_stable_minus_f_all,balanced_accuracy,-0.01612325269992465
phiusiil,iscx_url2016_binary,r01,lr,primary_domain_filtered,f_stable_minus_f_single,macro_f1,0.0022716677963951493
phiusiil,iscx_url2016_binary,r01,lr,primary_domain_filtered,f_stable_minus_f_single,roc_auc,0.002984808305005693
phiusiil,iscx_url2016_binary,r01,lr,primary_domain_filtered,f_stable_minus_f_single,pr_auc,0.001067451835570693
phiusiil,iscx_url2016_binary,r01,lr,primary_domain_filtered,f_stable_minus_f_single,recall,-0.0003549035845261672
phiusiil,iscx_url2016_binary,r01,lr,primary_domain_filtered,f_stable_minus_f_single,fpr,-0.0022014309301044976
phiusiil,iscx_url2016_binary,r01,lr,primary_domain_filtered,f_stable_minus_f_single,balanced_accuracy,0.0009232636727892762
phiusiil,iscx_url2016_binary,r01,lr,unfiltered,f_single_minus_f_all,macro_f1,-0.0336347339726519
phiusiil,iscx_url2016_binary,r01,lr,unfiltered,f_single_minus_f_all,roc_auc,-0.028067379079647736
phiusiil,iscx_url2016_binary,r01,lr,unfiltered,f_single_minus_f_all,pr_auc,-0.010612519052008856
phiusiil,iscx_url2016_binary,r01,lr,unfiltered,f_single_minus_f_all,recall,0.0
phiusiil,iscx_url2016_binary,r01,lr,unfiltered,f_single_minus_f_all,fpr,0.03239301260670491
phiusiil,iscx_url2016_binary,r01,lr,unfiltered,f_single_minus_f_all,balanced_accuracy,-0.016196506303352343
phiusiil,iscx_url2016_binary,r01,lr,unfiltered,f_stable_minus_f_all,macro_f1,-0.03148741713697073
phiusiil,iscx_url2016_binary,r01,lr,unfiltered,f_stable_minus_f_all,roc_auc,-0.02516780493840476
phiusiil,iscx_url2016_binary,r01,lr,unfiltered,f_stable_minus_f_all,pr_auc,-0.009548412443841053
phiusiil,iscx_url2016_binary,r01,lr,unfiltered,f_stable_minus_f_all,recall,-0.00010035122930263096
phiusiil,iscx_url2016_binary,r01,lr,unfiltered,f_stable_minus_f_all,fpr,0.030357849510995738
phiusiil,iscx_url2016_binary,r01,lr,unfiltered,f_stable_minus_f_all,balanced_accuracy,-0.015229100370149129
phiusiil,iscx_url2016_binary,r01,lr,unfiltered,f_stable_minus_f_single,macro_f1,0.0021473168356811734
phiusiil,iscx_url2016_binary,r01,lr,unfiltered,f_stable_minus_f_single,roc_auc,0.0028995741412429776
phiusiil,iscx_url2016_binary,r01,lr,unfiltered,f_stable_minus_f_single,pr_auc,0.001064106608167803
phiusiil,iscx_url2016_binary,r01,lr,unfiltered,f_stable_minus_f_single,recall,-0.00010035122930263096
phiusiil,iscx_url2016_binary,r01,lr,unfiltered,f_stable_minus_f_single,fpr,-0.0020351630957091693
phiusiil,iscx_url2016_binary,r01,lr,unfiltered,f_stable_minus_f_single,balanced_accuracy,0.0009674059332032137
phiusiil,iscx_url2016_binary,r01,rf,primary_domain_filtered,f_single_minus_f_all,macro_f1,1.726267589560737e-05
phiusiil,iscx_url2016_binary,r01,rf,primary_domain_filtered,f_single_minus_f_all,roc_auc,0.0008160760479694051
phiusiil,iscx_url2016_binary,r01,rf,primary_domain_filtered,f_single_minus_f_all,pr_auc,0.00040707606732984236
phiusiil,iscx_url2016_binary,r01,rf,primary_domain_filtered,f_single_minus_f_all,recall,-0.00011830119484212975
phiusiil,iscx_url2016_binary,r01,rf,primary_domain_filtered,f_single_minus_f_all,fpr,-3.0575429584733804e-05
phiusiil,iscx_url2016_binary,r01,rf,primary_domain_filtered,f_single_minus_f_all,balanced_accuracy,-4.3862882628697974e-05
phiusiil,iscx_url2016_binary,r01,rf,primary_domain_filtered,f_stable_minus_f_all,macro_f1,1.726267589560737e-05
phiusiil,iscx_url2016_binary,r01,rf,primary_domain_filtered,f_stable_minus_f_all,roc_auc,0.003703043340014811
phiusiil,iscx_url2016_binary,r01,rf,primary_domain_filtered,f_stable_minus_f_all,pr_auc,0.0012782043347017713
phiusiil,iscx_url2016_binary,r01,rf,primary_domain_filtered,f_stable_minus_f_all,recall,-0.00011830119484212975
phiusiil,iscx_url2016_binary,r01,rf,primary_domain_filtered,f_stable_minus_f_all,fpr,-3.0575429584733804e-05
phiusiil,iscx_url2016_binary,r01,rf,primary_domain_filtered,f_stable_minus_f_all,balanced_accuracy,-4.3862882628697974e-05
phiusiil,iscx_url2016_binary,r01,rf,primary_domain_filtered,f_stable_minus_f_single,macro_f1,0.0
phiusiil,iscx_url2016_binary,r01,rf,primary_domain_filtered,f_stable_minus_f_single,roc_auc,0.002886967292045406
phiusiil,iscx_url2016_binary,r01,rf,primary_domain_filtered,f_stable_minus_f_single,pr_auc,0.0008711282673719289
phiusiil,iscx_url2016_binary,r01,rf,primary_domain_filtered,f_stable_minus_f_single,recall,0.0
phiusiil,iscx_url2016_binary,r01,rf,primary_domain_filtered,f_stable_minus_f_single,fpr,0.0
phiusiil,iscx_url2016_binary,r01,rf,primary_domain_filtered,f_stable_minus_f_single,balanced_accuracy,0.0
phiusiil,iscx_url2016_binary,r01,rf,unfiltered,f_single_minus_f_all,macro_f1,1.840788802054405e-06
phiusiil,iscx_url2016_binary,r01,rf,unfiltered,f_single_minus_f_all,roc_auc,-0.004874106123651745
phiusiil,iscx_url2016_binary,r01,rf,unfiltered,f_single_minus_f_all,pr_auc,-0.0014332194771554119
phiusiil,iscx_url2016_binary,r01,rf,unfiltered,f_single_minus_f_all,recall,-0.00020070245860503988
phiusiil,iscx_url2016_binary,r01,rf,unfiltered,f_single_minus_f_all,fpr,-2.826615410711497e-05
phiusiil,iscx_url2016_binary,r01,rf,unfiltered,f_single_minus_f_all,balanced_accuracy,-8.621815224896245e-05
phiusiil,iscx_url2016_binary,r01,rf,unfiltered,f_stable_minus_f_all,macro_f1,1.6674120775744816e-05
phiusiil,iscx_url2016_binary,r01,rf,unfiltered,f_stable_minus_f_all,roc_auc,0.007007856118723177
phiusiil,iscx_url2016_binary,r01,rf,unfiltered,f_stable_minus_f_all,pr_auc,0.0024213424374410486
phiusiil,iscx_url2016_binary,r01,rf,unfiltered,f_stable_minus_f_all,recall,-0.00010035122930251994
phiusiil,iscx_url2016_binary,r01,rf,unfiltered,f_stable_minus_f_all,fpr,-2.826615410711497e-05
phiusiil,iscx_url2016_binary,r01,rf,unfiltered,f_stable_minus_f_all,balanced_accuracy,-3.6042537597702484e-05
phiusiil,iscx_url2016_binary,r01,rf,unfiltered,f_stable_minus_f_single,macro_f1,1.4833331973690411e-05
phiusiil,iscx_url2016_binary,r01,rf,unfiltered,f_stable_minus_f_single,roc_auc,0.011881962242374922
phiusiil,iscx_url2016_binary,r01,rf,unfiltered,f_stable_minus_f_single,pr_auc,0.0038545619145964605
phiusiil,iscx_url2016_binary,r01,rf,unfiltered,f_stable_minus_f_single,recall,0.00010035122930251994
phiusiil,iscx_url2016_binary,r01,rf,unfiltered,f_stable_minus_f_single,fpr,0.0
phiusiil,iscx_url2016_binary,r01,rf,unfiltered,f_stable_minus_f_single,balanced_accuracy,5.017561465125997e-05
phiusiil,iscx_url2016_binary,r01,xgb,primary_domain_filtered,f_single_minus_f_all,macro_f1,3.344828575976844e-05
phiusiil,iscx_url2016_binary,r01,xgb,primary_domain_filtered,f_single_minus_f_all,roc_auc,0.011714229093081618
phiusiil,iscx_url2016_binary,r01,xgb,primary_domain_filtered,f_single_minus_f_all,pr_auc,0.0010638346601309911
phiusiil,iscx_url2016_binary,r01,xgb,primary_domain_filtered,f_single_minus_f_all,recall,0.0002366023896842595
phiusiil,iscx_url2016_binary,r01,xgb,primary_domain_filtered,f_single_minus_f_all,fpr,0.0
phiusiil,iscx_url2016_binary,r01,xgb,primary_domain_filtered,f_single_minus_f_all,balanced_accuracy,0.00011830119484212975
phiusiil,iscx_url2016_binary,r01,xgb,primary_domain_filtered,f_stable_minus_f_all,macro_f1,5.551115123125783e-17
phiusiil,iscx_url2016_binary,r01,xgb,primary_domain_filtered,f_stable_minus_f_all,roc_auc,0.009963893358370751
phiusiil,iscx_url2016_binary,r01,xgb,primary_domain_filtered,f_stable_minus_f_all,pr_auc,0.0010716074749960447
phiusiil,iscx_url2016_binary,r01,xgb,primary_domain_filtered,f_stable_minus_f_all,recall,1.1102230246251565e-16
phiusiil,iscx_url2016_binary,r01,xgb,primary_domain_filtered,f_stable_minus_f_all,fpr,0.0
phiusiil,iscx_url2016_binary,r01,xgb,primary_domain_filtered,f_stable_minus_f_all,balanced_accuracy,5.551115123125783e-17
phiusiil,iscx_url2016_binary,r01,xgb,primary_domain_filtered,f_stable_minus_f_single,macro_f1,-3.3448285759712926e-05
phiusiil,iscx_url2016_binary,r01,xgb,primary_domain_filtered,f_stable_minus_f_single,roc_auc,-0.0017503357347108672
phiusiil,iscx_url2016_binary,r01,xgb,primary_domain_filtered,f_stable_minus_f_single,pr_auc,7.772814865053546e-06
phiusiil,iscx_url2016_binary,r01,xgb,primary_domain_filtered,f_stable_minus_f_single,recall,-0.00023660238968414848
phiusiil,iscx_url2016_binary,r01,xgb,primary_domain_filtered,f_stable_minus_f_single,fpr,0.0
phiusiil,iscx_url2016_binary,r01,xgb,primary_domain_filtered,f_stable_minus_f_single,balanced_accuracy,-0.00011830119484207424
phiusiil,iscx_url2016_binary,r01,xgb,unfiltered,f_single_minus_f_all,macro_f1,5.930248067928523e-05
phiusiil,iscx_url2016_binary,r01,xgb,unfiltered,f_single_minus_f_all,roc_auc,0.051479458731939876
phiusiil,iscx_url2016_binary,r01,xgb,unfiltered,f_single_minus_f_all,pr_auc,0.003032921673574107
phiusiil,iscx_url2016_binary,r01,xgb,unfiltered,f_single_minus_f_all,recall,0.0004014049172103018
phiusiil,iscx_url2016_binary,r01,xgb,unfiltered,f_single_minus_f_all,fpr,0.0
phiusiil,iscx_url2016_binary,r01,xgb,unfiltered,f_single_minus_f_all,balanced_accuracy,0.0002007024586051509
phiusiil,iscx_url2016_binary,r01,xgb,unfiltered,f_stable_minus_f_all,macro_f1,5.551115123125783e-17
phiusiil,iscx_url2016_binary,r01,xgb,unfiltered,f_stable_minus_f_all,roc_auc,0.02828779835081678
phiusiil,iscx_url2016_binary,r01,xgb,unfiltered,f_stable_minus_f_all,pr_auc,0.0013991541686732278
phiusiil,iscx_url2016_binary,r01,xgb,unfiltered,f_stable_minus_f_all,recall,1.1102230246251565e-16
phiusiil,iscx_url2016_binary,r01,xgb,unfiltered,f_stable_minus_f_all,fpr,0.0
phiusiil,iscx_url2016_binary,r01,xgb,unfiltered,f_stable_minus_f_all,balanced_accuracy,5.551115123125783e-17
phiusiil,iscx_url2016_binary,r01,xgb,unfiltered,f_stable_minus_f_single,macro_f1,-5.930248067922972e-05
phiusiil,iscx_url2016_binary,r01,xgb,unfiltered,f_stable_minus_f_single,roc_auc,-0.023191660381123094
phiusiil,iscx_url2016_binary,r01,xgb,unfiltered,f_stable_minus_f_single,pr_auc,-0.0016337675049008793
phiusiil,iscx_url2016_binary,r01,xgb,unfiltered,f_stable_minus_f_single,recall,-0.0004014049172101908
phiusiil,iscx_url2016_binary,r01,xgb,unfiltered,f_stable_minus_f_single,fpr,0.0
phiusiil,iscx_url2016_binary,r01,xgb,unfiltered,f_stable_minus_f_single,balanced_accuracy,-0.0002007024586050954
phiusiil,iscx_url2016_binary,r02,lr,primary_domain_filtered,f_single_minus_f_all,macro_f1,-0.034251115130874143
phiusiil,iscx_url2016_binary,r02,lr,primary_domain_filtered,f_single_minus_f_all,roc_auc,-0.028385374033302213
phiusiil,iscx_url2016_binary,r02,lr,primary_domain_filtered,f_single_minus_f_all,pr_auc,-0.010619892855857793
phiusiil,iscx_url2016_binary,r02,lr,primary_domain_filtered,f_single_minus_f_all,recall,0.00011827321111768097
phiusiil,iscx_url2016_binary,r02,lr,primary_domain_filtered,f_single_minus_f_all,fpr,0.033311979500320166
phiusiil,iscx_url2016_binary,r02,lr,primary_domain_filtered,f_single_minus_f_all,balanced_accuracy,-0.016596853144601242
phiusiil,iscx_url2016_binary,r02,lr,primary_domain_filtered,f_stable_minus_f_all,macro_f1,-0.036907553685947336
phiusiil,iscx_url2016_binary,r02,lr,primary_domain_filtered,f_stable_minus_f_all,roc_auc,-0.02922439007133526
phiusiil,iscx_url2016_binary,r02,lr,primary_domain_filtered,f_stable_minus_f_all,pr_auc,-0.01091236194373027
phiusiil,iscx_url2016_binary,r02,lr,primary_domain_filtered,f_stable_minus_f_all,recall,0.00047309284447072386
phiusiil,iscx_url2016_binary,r02,lr,primary_domain_filtered,f_stable_minus_f_all,fpr,0.03587443946188329
phiusiil,iscx_url2016_binary,r02,lr,primary_domain_filtered,f_stable_minus_f_all,balanced_accuracy,-0.017700673308706283
phiusiil,iscx_url2016_binary,r02,lr,primary_domain_filtered,f_stable_minus_f_single,macro_f1,-0.002656438555073193
phiusiil,iscx_url2016_binary,r02,lr,primary_domain_filtered,f_stable_minus_f_single,roc_auc,-0.0008390160380330469
phiusiil,iscx_url2016_binary,r02,lr,primary_domain_filtered,f_stable_minus_f_single,pr_auc,-0.0002924690878724767
phiusiil,iscx_url2016_binary,r02,lr,primary_domain_filtered,f_stable_minus_f_single,recall,0.0003548196333530429
phiusiil,iscx_url2016_binary,r02,lr,primary_domain_filtered,f_stable_minus_f_single,fpr,0.002562459961563124
phiusiil,iscx_url2016_binary,r02,lr,primary_domain_filtered,f_stable_minus_f_single,balanced_accuracy,-0.0011038201641050405
phiusiil,iscx_url2016_binary,r02,lr,unfiltered,f_single_minus_f_all,macro_f1,-0.03212651949969589
phiusiil,iscx_url2016_binary,r02,lr,unfiltered,f_single_minus_f_all,roc_auc,-0.027181424487657257
phiusiil,iscx_url2016_binary,r02,lr,unfiltered,f_single_minus_f_all,pr_auc,-0.010305177642847274
phiusiil,iscx_url2016_binary,r02,lr,unfiltered,f_single_minus_f_all,recall,-0.0007024586051179726
phiusiil,iscx_url2016_binary,r02,lr,unfiltered,f_single_minus_f_all,fpr,0.03086664028492303
phiusiil,iscx_url2016_binary,r02,lr,unfiltered,f_single_minus_f_all,balanced_accuracy,-0.01578454944502039
phiusiil,iscx_url2016_binary,r02,lr,unfiltered,f_stable_minus_f_all,macro_f1,-0.034635517833821794
phiusiil,iscx_url2016_binary,r02,lr,unfiltered,f_stable_minus_f_all,roc_auc,-0.027909319794928278
phiusiil,iscx_url2016_binary,r02,lr,unfiltered,f_stable_minus_f_all,pr_auc,-0.01055756991353074
phiusiil,iscx_url2016_binary,r02,lr,unfiltered,f_stable_minus_f_all,recall,-0.0004014049172101908
phiusiil,iscx_url2016_binary,r02,lr,unfiltered,f_stable_minus_f_all,fpr,0.03326926338402414
phiusiil,iscx_url2016_binary,r02,lr,unfiltered,f_stable_minus_f_all,balanced_accuracy,-0.016835334150617
phiusiil,iscx_url2016_binary,r02,lr,unfiltered,f_stable_minus_f_single,macro_f1,-0.002508998334125906
phiusiil,iscx_url2016_binary,r02,lr,unfiltered,f_stable_minus_f_single,roc_auc,-0.0007278953072710204
phiusiil,iscx_url2016_binary,r02,lr,unfiltered,f_stable_minus_f_single,pr_auc,-0.0002523922706834658
phiusiil,iscx_url2016_binary,r02,lr,unfiltered,f_stable_minus_f_single,recall,0.00030105368790778186
phiusiil,iscx_url2016_binary,r02,lr,unfiltered,f_stable_minus_f_single,fpr,0.002402623099101109
phiusiil,iscx_url2016_binary,r02,lr,unfiltered,f_stable_minus_f_single,balanced_accuracy,-0.001050784705596608
phiusiil,iscx_url2016_binary,r02,rf,primary_domain_filtered,f_single_minus_f_all,macro_f1,4.942058977608355e-07
phiusiil,iscx_url2016_binary,r02,rf,primary_domain_filtered,f_single_minus_f_all,roc_auc,0.017900337149548473
phiusiil,iscx_url2016_binary,r02,rf,primary_domain_filtered,f_single_minus_f_all,pr_auc,0.005610776445711729
phiusiil,iscx_url2016_binary,r02,rf,primary_domain_filtered,f_single_minus_f_all,recall,-0.00023654642223536193
phiusiil,iscx_url2016_binary,r02,rf,primary_domain_filtered,f_single_minus_f_all,fpr,-3.0505475732911513e-05
phiusiil,iscx_url2016_binary,r02,rf,primary_domain_filtered,f_single_minus_f_all,balanced_accuracy,-0.00010302047325122521
