source_dataset,target_dataset,repetition,model,fpr_budget,threshold_selected_on_source_validation,evaluation_scope,alerts_per_10000_benign,n_samples,n_benign,n_phishing,threshold,accuracy,balanced_accuracy,precision,recall,macro_f1,roc_auc,pr_auc,fpr,tn,fp,fn,tp
iscx_url2016_binary,phiusiil,r00,lr,0.01,0.9999528191393294,external_primary,7764.715486978528,234382,134739,99643,0.9999528191393294,0.331527165055337,0.3505466790095634,0.3126400231264002,0.4775649067169796,0.3277934549809891,0.3610150673800047,0.45585896343103943,0.7764715486978528,30118,104621,52057,47586
iscx_url2016_binary,phiusiil,r00,rf,0.001,0.6994381997733801,source_validation,9.428625306430323,6798,5303,1495,0.6994381997733801,0.9982347749338041,0.9971874316109326,0.9966510381781648,0.9953177257525083,0.9974263570117574,0.9991497208937706,0.9984217403508147,0.0009428625306430323,5298,5,7,1488
iscx_url2016_binary,phiusiil,r00,rf,0.001,0.6994381997733801,source_s3_test,0.0,6879,5388,1491,0.6994381997733801,0.9994185201337403,0.9986586183769282,1.0,0.9973172367538564,0.9991428795707794,0.9999941495047991,0.9999791813144294,0.0,5388,0,4,1487
iscx_url2016_binary,phiusiil,r00,rf,0.001,0.6994381997733801,external_primary,10000.0,234382,134739,99643,0.6994381997733801,0.4129284672031129,0.485648766094959,0.4180293881359007,0.971297532189918,0.2922500868147298,0.35614715128754004,0.35326484520689927,1.0,0,134739,2860,96783
iscx_url2016_binary,phiusiil,r00,rf,0.01,0.6250658413718605,source_validation,99.94342824816142,6798,5303,1495,0.6250658413718605,0.9914680788467196,0.9933305877849163,0.9656513285806869,0.9966555183946488,0.9877075138789453,0.9991497208937706,0.9984217403508147,0.009994342824816142,5250,53,5,1490
iscx_url2016_binary,phiusiil,r00,rf,0.01,0.6250658413718605,source_s3_test,1.855976243504083,6879,5388,1491,0.6250658413718605,0.9994185201337403,0.998901164970521,0.9993284083277367,0.9979879275653923,0.9991432958761385,0.9999941495047991,0.9999791813144294,0.0001855976243504083,5387,1,3,1488
iscx_url2016_binary,phiusiil,r00,rf,0.01,0.6250658413718605,external_primary,10000.0,234382,134739,99643,0.6250658413718605,0.4161326381718733,0.48941721947352046,0.4199110529420122,0.9788344389470409,0.29385145639258126,0.35614715128754004,0.35326484520689927,1.0,0,134739,2109,97534
iscx_url2016_binary,phiusiil,r00,xgb,0.001,0.8989022374153137,source_validation,9.428625306430323,6798,5303,1495,0.8989022374153137,0.9985289791115034,0.997856327932003,0.9966555183946488,0.9966555183946488,0.997856327932003,0.9991869308531739,0.9985061805934137,0.0009428625306430323,5298,5,5,1490
iscx_url2016_binary,phiusiil,r00,xgb,0.001,0.8989022374153137,source_s3_test,0.0,6879,5388,1491,0.8989022374153137,0.9997092600668702,0.9993293091884641,1.0,0.9986586183769283,0.9995716479380692,0.9999997510427574,0.9999991006491626,0.0,5388,0,2,1489
iscx_url2016_binary,phiusiil,r00,xgb,0.001,0.8989022374153137,external_primary,10000.0,234382,134739,99643,0.8989022374153137,0.4183597716548199,0.4920365705568881,0.421211795785992,0.9840731411137762,0.29496026326713554,0.3849590340076806,0.39722834662163,1.0,0,134739,1587,98056
iscx_url2016_binary,phiusiil,r00,xgb,0.01,0.8357203006744385,source_validation,99.94342824816142,6798,5303,1495,0.8357203006744385,0.9914680788467196,0.9933305877849163,0.9656513285806869,0.9966555183946488,0.9877075138789453,0.9991869308531739,0.9985061805934137,0.009994342824816142,5250,53,5,1490
iscx_url2016_binary,phiusiil,r00,xgb,0.01,0.8357203006744385,source_s3_test,0.0,6879,5388,1491,0.8357203006744385,0.9997092600668702,0.9993293091884641,1.0,0.9986586183769283,0.9995716479380692,0.9999997510427574,0.9999991006491626,0.0,5388,0,2,1489
iscx_url2016_binary,phiusiil,r00,xgb,0.01,0.8357203006744385,external_primary,10000.0,234382,134739,99643,0.8357203006744385,0.4192088129634528,0.4930351354334976,0.42170613835549414,0.9860702708669952,0.2953820531089446,0.3849590340076806,0.39722834662163,1.0,0,134739,1388,98255
iscx_url2016_binary,phiusiil,r01,lr,0.001,0.6628052863389015,source_validation,9.279881217520416,6879,5388,1491,0.6628052863389015,0.9899694723070214,0.9780738999699758,0.9965083798882681,0.9570757880617036,0.98501293229816,0.9930059197053143,0.9866647412768903,0.0009279881217520415,5383,5,64,1427
iscx_url2016_binary,phiusiil,r01,lr,0.001,0.6628052863389015,source_s3_test,2819.1589666226664,6798,5303,1495,0.6628052863389015,0.7766990291262136,0.8513497439765589,0.49612403100775193,0.9846153846153847,0.7468007828460109,0.7957819042291326,0.49369154086124045,0.28191589666226663,3808,1495,23,1472
iscx_url2016_binary,phiusiil,r01,lr,0.001,0.6628052863389015,external_primary,9999.554697936766,233296,134740,98556,0.6628052863389015,0.40642359920444415,0.4810229144801656,0.41303883770066874,0.9620012987540079,0.28901226965303617,0.43213492798154673,0.5052404781822695,0.9999554697936767,6,134734,3745,94811
iscx_url2016_binary,phiusiil,r01,lr,0.01,0.6108290373528636,source_validation,98.36674090571641,6879,5388,1491,0.6108290373528636,0.9847361535106847,0.9776437018547812,0.9644772117962467,0.9651240778001341,0.9775278783952062,0.9930059197053143,0.9866647412768903,0.00983667409057164,5335,53,52,1439
iscx_url2016_binary,phiusiil,r01,lr,0.01,0.6108290373528636,source_s3_test,2836.1304921742408,6798,5303,1495,0.6108290373528636,0.7756693145042659,0.8511700640200505,0.4949630624580255,0.9859531772575251,0.7459527893364057,0.7957819042291326,0.49369154086124045,0.2836130492174241,3799,1504,21,1474
iscx_url2016_binary,phiusiil,r01,lr,0.01,0.6108290373528636,external_primary,9999.703131957844,233296,134740,98556,0.6108290373528636,0.40805243124614227,0.48295347727523574,0.41401041190976345,0.9658772677462559,0.28982301757342604,0.43213492798154673,0.5052404781822695,0.9999703131957844,4,134736,3363,95193
iscx_url2016_binary,phiusiil,r01,rf,0.001,0.5118522664259408,source_validation,9.279881217520416,6879,5388,1491,0.5118522664259408,0.9985463003343509,0.9978592789102843,0.9966465459423206,0.9966465459423206,0.9978592789102843,0.9999764735405754,0.9999171342448795,0.0009279881217520415,5383,5,5,1486
iscx_url2016_binary,phiusiil,r01,rf,0.001,0.5118522664259408,source_s3_test,1585.89477654158,6798,5303,1495,0.5118522664259408,0.8759929390997352,0.9200363648518508,0.6396743787489289,0.9986622073578595,0.8467635152112918,0.9992216181034652,0.9983479128726319,0.158589477654158,4462,841,2,1493
iscx_url2016_binary,phiusiil,r01,rf,0.001,0.5118522664259408,external_primary,10000.0,233296,134740,98556,0.5118522664259408,0.41673667786845897,0.4932373472949389,0.41913149942016614,0.9864746945898778,0.2941525298091789,0.32937547241842685,0.34044919180953853,1.0,0,134740,1333,97223
iscx_url2016_binary,phiusiil,r01,rf,0.01,0.36814710376916465,source_validation,98.36674090571641,6879,5388,1491,0.36814710376916465,0.9922953917720599,0.9950816629547141,0.9656735751295337,1.0,0.9887972104489557,0.9999764735405754,0.9999171342448795,0.00983667409057164,5335,53,0,1491
iscx_url2016_binary,phiusiil,r01,rf,0.01,0.36814710376916465,source_s3_test,2804.073166132378,6798,5303,1495,0.36814710376916465,0.7809649897028538,0.8591274453723108,0.501006711409396,0.9986622073578595,0.7520064630764907,0.9992216181034652,0.9983479128726319,0.2804073166132378,3816,1487,2,1493
iscx_url2016_binary,phiusiil,r01,rf,0.01,0.36814710376916465,external_primary,10000.0,233296,134740,98556,0.36814710376916465,0.41964285714285715,0.4966770161126669,0.4208243602804321,0.9933540322253338,0.29559748427672955,0.32937547241842685,0.34044919180953853,1.0,0,134740,655,97901
iscx_url2016_binary,phiusiil,r01,xgb,0.001,0.0884474441409111,source_validation,9.279881217520416,6879,5388,1491,0.0884474441409111,0.9989824102340457,0.9988653151275881,0.9966532797858099,0.9986586183769283,0.9985025843969686,0.9999982572993018,0.9999937297680078,0.0009279881217520415,5383,5,2,1489
iscx_url2016_binary,phiusiil,r01,xgb,0.001,0.0884474441409111,source_s3_test,3064.303224589855,6798,5303,1495,0.0884474441409111,0.7608120035304501,0.8464503906099721,0.47899967938441806,0.9993311036789297,0.7332827770842942,0.9988365265575049,0.9977912168998239,0.3064303224589855,3678,1625,1,1494
iscx_url2016_binary,phiusiil,r01,xgb,0.001,0.0884474441409111,external_primary,10000.0,233296,134740,98556,0.0884474441409111,0.41955284274055277,0.49657047769795853,0.4207720746281489,0.9931409553959171,0.29555281783704135,0.41450261883271755,0.4190261420565107,1.0,0,134740,676,97880
iscx_url2016_binary,phiusiil,r01,xgb,0.01,0.03031863272190094,source_validation,98.36674090571641,6879,5388,1491,0.03031863272190094,0.9922953917720599,0.9950816629547141,0.9656735751295337,1.0,0.9887972104489557,0.9999982572993018,0.9999937297680078,0.00983667409057164,5335,53,0,1491
iscx_url2016_binary,phiusiil,r01,xgb,0.01,0.03031863272190094,source_s3_test,3507.44861399208,6798,5303,1495,0.03031863272190094,0.7262430126507796,0.8242931211398609,0.44543828264758495,0.9993311036789297,0.7017254338128198,0.9988365265575049,0.9977912168998239,0.350744861399208,3443,1860,1,1494
iscx_url2016_binary,phiusiil,r01,xgb,0.01,0.03031863272190094,external_primary,10000.0,233296,134740,98556,0.03031863272190094,0.4204015499622797,0.4975749827509233,0.4212646788478554,0.9951499655018466,0.2959737336061369,0.41450261883271755,0.4190261420565107,1.0,0,134740,478,98078
iscx_url2016_binary,phiusiil,r02,lr,0.001,0.6654031332055522,source_validation,9.279881217520416,6879,5388,1491,0.6654031332055522,0.9938944614042738,0.9871282259257101,0.9965729952021933,0.9751844399731724,0.9909383507508562,0.9941434053467053,0.9909091984148667,0.0009279881217520415,5383,5,37,1454
iscx_url2016_binary,phiusiil,r02,lr,0.001,0.6654031332055522,source_s3_test,2807.8446162549503,6798,5303,1495,0.6654031332055522,0.776551927037364,0.8495743243711991,0.495937711577522,0.979933110367893,0.7462547920195509,0.8027061100645372,0.5146871482940398,0.28078446162549503,3814,1489,30,1465
iscx_url2016_binary,phiusiil,r02,lr,0.001,0.6654031332055522,external_primary,9999.628912193204,233305,134739,98566,0.6654031332055522,0.4065750841173571,0.4811733136379506,0.41314110242393887,0.9623095184952215,0.2890829225401547,0.43273881691105404,0.5048453364403976,0.9999628912193204,5,134734,3715,94851
iscx_url2016_binary,phiusiil,r02,lr,0.01,0.615133403718725,source_validation,96.51076466221231,6879,5388,1491,0.615133403718725,0.9877889228085478,0.9844434087823153,0.9655857048312376,0.9785378940308518,0.9821045297928318,0.9941434053467053,0.9909091984148667,0.009651076466221232,5336,52,32,1459
iscx_url2016_binary,phiusiil,r02,lr,0.01,0.615133403718725,source_s3_test,2824.8161418065247,6798,5303,1495,0.615133403718725,0.7756693145042659,0.8497290925752257,0.4949426837491571,0.9819397993311036,0.745604028933111,0.8027061100645372,0.5146871482940398,0.2824816141806525,3805,1498,27,1468
iscx_url2016_binary,phiusiil,r02,lr,0.01,0.615133403718725,external_primary,9999.777347315923,233305,134739,98566,0.615133403718725,0.4081309873341763,0.4830174431266658,0.41406902310047317,0.9660126209849238,0.28985668041840545,0.43273881691105404,0.5048453364403976,0.9999777347315922,3,134736,3350,95216
iscx_url2016_binary,phiusiil,r02,rf,0.001,0.3718928571428572,source_validation,9.279881217520416,6879,5388,1491,0.3718928571428572,0.9988370402674808,0.9985299697218202,0.9966510381781648,0.9979879275653923,0.9982882532718276,0.9999924068041011,0.9999729298390192,0.0009279881217520415,5383,5,3,1488
iscx_url2016_binary,phiusiil,r02,rf,0.001,0.3718928571428572,source_s3_test,2498.5857062040354,6798,5303,1495,0.3718928571428572,0.80435422182995,0.8733984738871227,0.5293072824156305,0.9966555183946488,0.7740944754796408,0.99879792910809,0.9978094564530846,0.24985857062040354,3978,1325,5,1490
iscx_url2016_binary,phiusiil,r02,rf,0.001,0.3718928571428572,external_primary,10000.0,233305,134739,98566,0.3718928571428572,0.4185208203853325,0.495317858084938,0.4201831467153222,0.990635716169876,0.2950403084472485,0.41258087173468183,0.3774189559708876,1.0,0,134739,923,97643
iscx_url2016_binary,phiusiil,r02,rf,0.01,0.2985749299719888,source_validation,92.79881217520415,6879,5388,1491,0.2985749299719888,0.9927315016717546,0.9953600593912397,0.9675535366645036,1.0,0.9894238324058572,0.9999924068041011,0.9999729298390192,0.009279881217520415,5338,50,0,1491
iscx_url2016_binary,phiusiil,r02,rf,0.01,0.2985749299719888,source_s3_test,2741.844239109938,6798,5303,1495,0.2985749299719888,0.7855251544571933,0.8615699954023627,0.5062818336162989,0.9973244147157191,0.7561908894477702,0.99879792910809,0.9978094564530846,0.2741844239109938,3849,1454,4,1491
iscx_url2016_binary,phiusiil,r02,rf,0.01,0.2985749299719888,external_primary,10000.0,233305,134739,98566,0.2985749299719888,0.41925376652879276,0.49618529716129295,0.4206094954698499,0.9923705943225859,0.29540437123813496,0.41258087173468183,0.3774189559708876,1.0,0,134739,752,97814
iscx_url2016_binary,phiusiil,r02,xgb,0.001,0.12400452047586441,source_validation,9.279881217520416,6879,5388,1491,0.12400452047586441,0.9991277802006105,0.9992006605333561,0.9966555183946488,0.9993293091884641,0.998716811639116,0.9999935271116928,0.9999773677929089,0.0009279881217520415,5383,5,1,1490
iscx_url2016_binary,phiusiil,r02,xgb,0.001,0.12400452047586441,source_s3_test,2958.7026211578354,6798,5303,1495,0.12400452047586441,0.7689026184171815,0.851395972621038,0.4875898105813194,0.9986622073578595,0.740726619438071,0.9981395020298348,0.9965491984629335,0.29587026211578354,3734,1569,2,1493
iscx_url2016_binary,phiusiil,r02,xgb,0.001,0.12400452047586441,external_primary,10000.0,233305,134739,98566,0.12400452047586441,0.41918947300743664,0.49610920601424424,0.4205721215457259,0.9922184120284885,0.29537245095196674,0.3904984706739065,0.4025399461843926,1.0,0,134739,767,97799
iscx_url2016_binary,phiusiil,r02,xgb,0.01,0.03449174389243126,source_validation,98.36674090571641,6879,5388,1491,0.03449174389243126,0.9922953917720599,0.9950816629547141,0.9656735751295337,1.0,0.9887972104489557,0.9999935271116928,0.9999773677929089,0.00983667409057164,5335,53,0,1491
iscx_url2016_binary,phiusiil,r02,xgb,0.01,0.03449174389243126,source_s3_test,3462.1912125212143,6798,5303,1495,0.03449174389243126,0.7296263606943219,0.826221543052869,0.4484830279363172,0.9986622073578595,0.7047290338095206,0.9981395020298348,0.9965491984629335,0.34621912125212145,3467,1836,2,1493
iscx_url2016_binary,phiusiil,r02,xgb,0.01,0.03449174389243126,external_primary,10000.0,233305,134739,98566,0.03449174389243126,0.4202824628704914,0.4974027555140718,0.4212068232292208,0.9948055110281436,0.29591470278459314,0.3904984706739065,0.4025399461843926,1.0,0,134739,512,98054
iscx_url2016_binary,phiusiil,r03,lr,0.001,0.9999989688077409,source_validation,9.428625306430323,6798,5303,1495,0.9999989688077409,0.8040600176522507,0.5557158597045782,0.9710982658959537,0.11237458193979934,0.5448844144000695,0.8056343446663938,0.5118942082301914,0.0009428625306430323,5298,5,1327,168
iscx_url2016_binary,phiusiil,r03,lr,0.001,0.9999989688077409,source_s3_test,0.0,6879,5388,1491,0.9999989688077409,0.8678587003924989,0.6951710261569417,1.0,0.3903420523138833,0.7418565120223524,0.9953681505016241,0.9916237739629098,0.0,5388,0,909,582
iscx_url2016_binary,phiusiil,r03,lr,0.001,0.9999989688077409,external_primary,631.0485067980763,234331,134744,99587,0.9999989688077409,0.6101582803811703,0.5524846477720485,0.6631274513688047,0.16807414622390474,0.5012453314614659,0.3629940009494452,0.4569441178421475,0.06310485067980763,126241,8503,82849,16738
iscx_url2016_binary,phiusiil,r03,lr,0.01,0.9999580939980798,source_validation,99.94342824816142,6798,5303,1495,0.9999580939980798,0.8067078552515445,0.5732636981528093,0.8153310104529616,0.1565217391304348,0.5757011455335478,0.8056343446663938,0.5118942082301914,0.009994342824816142,5250,53,1261,234
iscx_url2016_binary,phiusiil,r03,lr,0.01,0.9999580939980798,source_s3_test,0.0,6879,5388,1491,0.9999580939980798,0.8764355284198284,0.7149564050972501,1.0,0.42991281019450034,0.7641006652295479,0.9953681505016241,0.9916237739629098,0.0,5388,0,850,641
iscx_url2016_binary,phiusiil,r03,lr,0.01,0.9999580939980798,external_primary,8424.790714243305,234331,134744,99587,0.9999580939980798,0.30554216044825483,0.3316699805901633,0.3073548434334806,0.5058190326046572,0.2946283595969992,0.3629940009494452,0.4569441178421475,0.8424790714243305,21225,113519,49214,50373
iscx_url2016_binary,phiusiil,r03,rf,0.001,0.5922716538680154,source_validation,9.428625306430323,6798,5303,1495,0.5922716538680154,0.9985289791115034,0.997856327932003,0.9966555183946488,0.9966555183946488,0.997856327932003,0.9992415475054506,0.9986540645041543,0.0009428625306430323,5298,5,5,1490
iscx_url2016_binary,phiusiil,r03,rf,0.001,0.5922716538680154,source_s3_test,0.0,6879,5388,1491,0.5922716538680154,0.9997092600668702,0.9993293091884641,1.0,0.9986586183769283,0.9995716479380692,0.999996639077225,0.9999880551434466,0.0,5388,0,2,1489
iscx_url2016_binary,phiusiil,r03,rf,0.001,0.5922716538680154,external_primary,10000.0,234331,134744,99587,0.5922716538680154,0.417840575937456,0.4915952885416771,0.4208469979411752,0.9831905770833542,0.2947020864184154,0.39850765662870435,0.37678167910365884,1.0,0,134744,1674,97913
iscx_url2016_binary,phiusiil,r03,rf,0.01,0.4925983864118445,source_validation,99.94342824816142,6798,5303,1495,0.4925983864118445,0.9916151809355693,0.9936650359454515,0.9656735751295337,0.9973244147157191,0.9879222845267841,0.9992415475054506,0.9986540645041543,0.009994342824816142,5250,53,4,1491
iscx_url2016_binary,phiusiil,r03,rf,0.01,0.4925983864118445,source_s3_test,5.567928730512249,6879,5388,1491,0.4925983864118445,0.9994185201337403,0.9993862581577064,0.9979906229068989,0.9993293091884641,0.9991441266359138,0.999996639077225,0.9999880551434466,0.0005567928730512249,5385,3,1,1490
iscx_url2016_binary,phiusiil,r03,rf,0.01,0.4925983864118445,external_primary,10000.0,234331,134744,99587,0.4925983864118445,0.4201706133631487,0.49433661020012654,0.42220297337512813,0.9886732204002531,0.29585925057844287,0.39850765662870435,0.37678167910365884,1.0,0,134744,1128,98459
iscx_url2016_binary,phiusiil,r03,xgb,0.001,0.6079967617988586,source_validation,9.428625306430323,6798,5303,1495,0.6079967617988586,0.9988231832892027,0.9985252242530731,0.9966599866399466,0.9979933110367893,0.9982858854594271,0.9994415983380392,0.9990043743439888,0.0009428625306430323,5298,5,3,1492
iscx_url2016_binary,phiusiil,r03,xgb,0.001,0.6079967617988586,source_s3_test,0.0,6879,5388,1491,0.6079967617988586,0.9998546300334351,0.999664654594232,1.0,0.9993293091884641,0.9997858759493059,0.9999998755213786,0.9999995504753274,0.0,5388,0,1,1490
iscx_url2016_binary,phiusiil,r03,xgb,0.001,0.6079967617988586,external_primary,10000.0,234331,134744,99587,0.6079967617988586,0.4189842573112392,0.4929408456927109,0.42151336267038747,0.9858816913854218,0.2952705466268887,0.4847384126398089,0.5109035492576252,1.0,0,134744,1406,98181
iscx_url2016_binary,phiusiil,r03,xgb,0.01,0.5102406740188599,source_validation,99.94342824816142,6798,5303,1495,0.5102406740188599,0.9917622830244189,0.9939994841059866,0.9656957928802589,0.9979933110367893,0.9881369537903113,0.9994415983380392,0.9990043743439888,0.009994342824816142,5250,53,3,1492
iscx_url2016_binary,phiusiil,r03,xgb,0.01,0.5102406740188599,source_s3_test,0.0,6879,5388,1491,0.5102406740188599,0.9998546300334351,0.999664654594232,1.0,0.9993293091884641,0.9997858759493059,0.9999998755213786,0.9999995504753274,0.0,5388,0,1,1490
iscx_url2016_binary,phiusiil,r03,xgb,0.01,0.5102406740188599,external_primary,10000.0,234331,134744,99587,0.5102406740188599,0.41957316786938137,0.49363370721078054,0.42185589304179555,0.9872674144215611,0.29556290395310386,0.4847384126398089,0.5109035492576252,1.0,0,134744,1268,98319
iscx_url2016_binary,phiusiil,r04,lr,0.001,0.6579296489532488,source_validation,9.279881217520416,6879,5388,1491,0.6579296489532488,0.9956389010030527,0.9911523707949255,0.9966009517335146,0.9832327297116029,0.9935464506698282,0.9959568099017266,0.9934108521711261,0.0009279881217520415,5383,5,25,1466
iscx_url2016_binary,phiusiil,r04,lr,0.001,0.6579296489532488,source_s3_test,2819.1589666226664,6798,5303,1495,0.6579296489532488,0.7764048249485143,0.8506808476554888,0.4957841483979764,0.9832775919732442,0.7464090220131466,0.7943971891975072,0.4878883614382716,0.28191589666226663,3808,1495,25,1470
iscx_url2016_binary,phiusiil,r04,lr,0.001,0.6579296489532488,external_primary,9999.628912193204,233299,134739,98560,0.6579296489532488,0.40669269906857725,0.48132943101371645,0.41320499978223946,0.9626217532467533,0.2891423757640961,0.4343479276459862,0.5067825173579129,0.9999628912193204,5,134734,3684,94876
iscx_url2016_binary,phiusiil,r04,lr,0.01,0.6082627802737893,source_validation,96.51076466221231,6879,5388,1491,0.6082627802737893,0.9890972525076319,0.9874615174342267,0.9657894736842105,0.9845741113346748,0.9840563200277683,0.9959568099017266,0.9934108521711261,0.009651076466221232,5336,52,23,1468
iscx_url2016_binary,phiusiil,r04,lr,0.01,0.6082627802737893,source_s3_test,2834.244767112955,6798,5303,1495,0.6082627802737893,0.7756693145042659,0.8509299021125797,0.4949596774193548,0.9852842809364548,0.745894853592252,0.7943971891975072,0.4878883614382716,0.2834244767112955,3800,1503,22,1473
iscx_url2016_binary,phiusiil,r04,lr,0.01,0.6082627802737893,external_primary,9999.777347315923,233299,134739,98560,0.6082627802737893,0.40812433829549205,0.48302655471212597,0.4140588306921565,0.9660308441558442,0.28985332723650736,0.4343479276459862,0.5067825173579129,0.9999777347315922,3,134736,3348,95212
iscx_url2016_binary,phiusiil,r04,rf,0.001,0.40263095238095237,source_validation,9.279881217520416,6879,5388,1491,0.40263095238095237,0.9986916703009159,0.9981946243160522,0.9966487935656837,0.9973172367538564,0.9980738181481605,0.9994700945091486,0.9988814063931345,0.0009279881217520415,5383,5,4,1487
iscx_url2016_binary,phiusiil,r04,rf,0.001,0.40263095238095237,source_s3_test,1906.4680369602113,6798,5303,1495,0.40263095238095237,0.8502500735510444,0.9023354610282436,0.595438175270108,0.9953177257525083,0.819549048630225,0.9984230545340336,0.9975554196842291,0.19064680369602113,4292,1011,7,1488
iscx_url2016_binary,phiusiil,r04,rf,0.001,0.40263095238095237,external_primary,10000.0,233299,134739,98560,0.40263095238095237,0.41831298033853553,0.49508928571428573,0.42005586856682925,0.9901785714285715,0.2949370034240883,0.4622285705797684,0.40920523730134617,1.0,0,134739,968,97592
iscx_url2016_binary,phiusiil,r04,rf,0.01,0.3223928571428571,source_validation,90.94283593170007,6879,5388,1491,0.3223928571428571,0.9922953917720599,0.9941114765803432,0.9680989583333334,0.9973172367538564,0.988775976605666,0.9994700945091486,0.9988814063931345,0.009094283593170008,5339,49,4,1487
iscx_url2016_binary,phiusiil,r04,rf,0.01,0.3223928571428571,source_s3_test,2700.3582877616445,6798,5303,1495,0.3223928571428571,0.7887614004118858,0.8636442929697774,0.5100923708518645,0.9973244147157191,0.7592524726743869,0.9984230545340336,0.9975554196842291,0.27003582877616444,3871,1432,4,1491
iscx_url2016_binary,phiusiil,r04,rf,0.01,0.3223928571428571,external_primary,10000.0,233299,134739,98560,0.3223928571428571,0.41911881319679894,0.4960430194805195,0.42052477431951796,0.992086038961039,0.29533736661038607,0.4622285705797684,0.40920523730134617,1.0,0,134739,780,97780
iscx_url2016_binary,phiusiil,r04,xgb,0.001,0.2434871643781662,source_validation,7.423904974016332,6879,5388,1491,0.2434871643781662,0.9988370402674808,0.9982874231282274,0.9973172367538564,0.9973172367538564,0.9982874231282274,0.9998867244546218,0.9996450139614886,0.0007423904974016332,5384,4,4,1487
iscx_url2016_binary,phiusiil,r04,xgb,0.001,0.2434871643781662,source_s3_test,2788.9873656420896,6798,5303,1495,0.2434871643781662,0.7822889085025008,0.8602161835573604,0.5025227043390514,0.9993311036789297,0.7533085601613814,0.9985416218623018,0.9974520704310145,0.27889873656420894,3824,1479,1,1494
iscx_url2016_binary,phiusiil,r04,xgb,0.001,0.2434871643781662,external_primary,10000.0,233299,134739,98560,0.2434871643781662,0.41835584378844315,0.49514001623376624,0.4200808294704766,0.9902800324675325,0.2949583107938628,0.40850589917864766,0.4141553433984014,1.0,0,134739,958,97602
iscx_url2016_binary,phiusiil,r04,xgb,0.01,0.03630194067955017,source_validation,98.36674090571641,6879,5388,1491,0.03630194067955017,0.9917139119058003,0.9937402813316424,0.9655844155844155,0.9973172367538564,0.98794031544461,0.9998867244546218,0.9996450139614886,0.00983667409057164,5335,53,4,1487
iscx_url2016_binary,phiusiil,r04,xgb,0.01,0.03630194067955017,source_s3_test,3273.618706392608,6798,5303,1495,0.03630194067955017,0.7444836716681377,0.8359846165198345,0.46253869969040246,0.9993311036789297,0.7182871958387684,0.9985416218623018,0.9974520704310145,0.3273618706392608,3567,1736,1,1494
iscx_url2016_binary,phiusiil,r04,xgb,0.01,0.03630194067955017,external_primary,10000.0,233299,134739,98560,0.03630194067955017,0.4200232319898499,0.49711343344155845,0.42105014394362567,0.9942268668831169,0.29578616921730205,0.40850589917864766,0.4141553433984014,1.0,0,134739,569,97991
iscx_url2016_binary,phiusiil,r05,lr,0.001,0.9999989763583577,source_validation,9.428625306430323,6798,5303,1495,0.9999989763583577,0.8052368343630479,0.5583914449888591,0.9723756906077348,0.1177257525083612,0.5494750204225465,0.8098646755764548,0.5184016748146879,0.0009428625306430323,5298,5,1319,176
iscx_url2016_binary,phiusiil,r05,lr,0.001,0.9999989763583577,source_s3_test,0.0,6879,5388,1491,0.9999989763583577,0.8674225904928042,0.6941649899396378,1.0,0.38832997987927564,0.7406957712109037,0.9946706967865097,0.9901725503944493,0.0,5388,0,912,579
iscx_url2016_binary,phiusiil,r05,lr,0.001,0.9999989763583577,external_primary,601.9741724803325,234478,134740,99738,0.9999989763583577,0.611170344339341,0.5535053339675733,0.6727852186541875,0.16720808518317992,0.5015718373400972,0.36646838101606233,0.45983765847633973,0.06019741724803325,126629,8111,83061,16677
iscx_url2016_binary,phiusiil,r05,lr,0.01,0.9999528307893714,source_validation,99.94342824816142,6798,5303,1495,0.9999528307893714,0.8065607531626949,0.5729292499922742,0.8146853146853147,0.15585284280936454,0.5751757810318776,0.8098646755764548,0.5184016748146879,0.009994342824816142,5250,53,1262,233
iscx_url2016_binary,phiusiil,r05,lr,0.01,0.9999528307893714,source_s3_test,0.0,6879,5388,1491,0.9999528307893714,0.8765808983863934,0.7152917505030181,1.0,0.4305835010060362,0.7644683998003721,0.9946706967865097,0.9901725503944493,0.0,5388,0,849,642
iscx_url2016_binary,phiusiil,r05,lr,0.01,0.9999528307893714,external_primary,8215.451981594182,234478,134740,99738,0.9999528307893714,0.3178208616586631,0.3422753866428841,0.313187154096245,0.5060959714451864,0.30904058115771255,0.36646838101606233,0.45983765847633973,0.8215451981594182,24045,110695,49261,50477
iscx_url2016_binary,phiusiil,r05,rf,0.001,0.5553333333333333,source_validation,9.428625306430323,6798,5303,1495,0.5553333333333333,0.9989702853780523,0.9988596724136083,0.9966622162883845,0.9986622073578595,0.998500509488344,0.9998451056605178,0.9996746864881876,0.0009428625306430323,5298,5,2,1493
iscx_url2016_binary,phiusiil,r05,rf,0.001,0.5553333333333333,source_s3_test,0.0,6879,5388,1491,0.5553333333333333,0.9981101904346562,0.9956405097250167,1.0,0.9912810194500336,0.9972082452029016,0.9993608022796517,0.9986189075498245,0.0,5388,0,13,1478
iscx_url2016_binary,phiusiil,r05,rf,0.001,0.5553333333333333,external_primary,10000.0,234478,134740,99738,0.5553333333333333,0.4191949777804314,0.49275100764001684,0.42179614816849187,0.9855020152800337,0.2953751840610632,0.3937943586309237,0.3735040222630641,1.0,0,134740,1446,98292
